sample_id,rank,modality,modality_id,position,selector_score,local_importance,prototype_available,prototype_status,prototype_index,prototype_similarity,prototype_sample_id,prototype_position,text_span,char_start,char_end,start_sec,end_sec,start_frame,end_frame,representative_frame,mapping_method,mapping_confidence
03,1,audio,1,13,2.7987654209136963,0.048435427248477936,True,matched,35,0.9108348488807678,bYt4wybVLRQ$_$3,13,is,47,49,5.258741258741258,5.4825174825174825,157,164,160,token_offset_proportional_fallback,0.35
03,2,vision,2,4,2.231113910675049,0.0536518394947052,True,matched,50,0.9350963830947876,53742$_$5,4,one,8,11,0.8951048951048951,1.2307692307692308,26,36,31,token_offset_proportional_fallback,0.35
03,3,vision,2,3,1.5693998336791992,0.026543015614151955,True,matched,72,0.887455940246582,XVSDfgstFUQ$_$3,3,s,6,7,0.6713286713286714,0.7832167832167832,20,23,22,token_offset_proportional_fallback,0.35
03,4,audio,1,7,1.2188441753387451,0.08960561454296112,True,matched,38,0.8629869222640991,amem5EmRG3s$_$2,7,at,19,21,2.125874125874126,2.3496503496503496,63,70,66,token_offset_proportional_fallback,0.35
03,5,audio,1,3,1.046181082725525,0.25868913531303406,True,matched,15,0.8623441457748413,33312$_$8,3,s,6,7,0.6713286713286714,0.7832167832167832,20,23,22,token_offset_proportional_fallback,0.35
03,6,audio,1,17,1.0432722568511963,0.3317798674106598,True,matched,25,0.6199067831039429,e1E5W_ZefmY$_$10,13,who,64,67,7.160839160839161,7.496503496503497,214,224,219,token_offset_proportional_fallback,0.35
03,7,audio,1,11,1.0228675603866577,0.10906893759965897,True,matched,40,0.6262890100479126,hmjfBZGGZR8$_$1,13,I,39,40,4.363636363636363,4.475524475524476,130,134,132,token_offset_proportional_fallback,0.35
03,8,vision,2,18,0.9801788330078125,0.08222612738609314,True,matched,73,0.8943861722946167,39lcRCFvV-s$_$19,18,don,68,71,7.608391608391608,7.944055944055944,228,238,233,token_offset_proportional_fallback,0.35
04,1,vision,2,4,2.480644941329956,0.04633871093392372,True,matched,50,0.9255017638206482,53742$_$5,4,it,10,12,0.8629283489096573,1.0355140186915885,25,31,28,token_offset_proportional_fallback,0.35
04,2,audio,1,13,2.0290327072143555,0.024609487503767014,True,matched,35,0.9360946416854858,bYt4wybVLRQ$_$3,13,my,49,51,4.228348909657321,4.4009345794392525,126,132,129,token_offset_proportional_fallback,0.35
04,3,text,0,14,1.947695016860962,0.39148956537246704,True,matched,0,0.7088221311569214,b1Il3Nf6BrU$_$6,35,chances,52,59,4.487227414330217,5.091277258566978,134,152,143,token_offset_proportional_fallback,0.35
04,4,vision,2,3,1.805902123451233,0.03254055976867676,True,matched,59,0.9293291568756104,gC_wF3uKFW0$_$2,3,blow,5,9,0.43146417445482865,0.7766355140186916,12,23,18,token_offset_proportional_fallback,0.35
04,5,text,0,13,1.591331958770752,0.4464656412601471,True,matched,5,0.7388997077941895,cRFiXLzcCOA$_$3,35,my,49,51,4.228348909657321,4.4009345794392525,126,132,129,token_offset_proportional_fallback,0.35
04,6,vision,2,6,0.8684604167938232,0.014306384138762951,True,matched,71,0.8900092840194702,367506$_$15,6,the,16,19,1.3806853582554517,1.6395638629283487,41,49,45,token_offset_proportional_fallback,0.35
04,7,vision,2,18,0.5762671232223511,0.01694525219500065,True,matched,73,0.9382712841033936,39lcRCFvV-s$_$19,18,GO,73,75,6.299376947040498,6.471962616822429,188,194,191,token_offset_proportional_fallback,0.35
04,8,vision,2,10,0.570423424243927,0.02730439603328705,True,matched,60,0.6783349514007568,yEtfjJOMMCs$_$21,4,should,35,41,3.0202492211838003,3.5380062305295943,90,106,98,token_offset_proportional_fallback,0.35
05,1,audio,1,13,3.202411413192749,0.09488700330257416,True,matched,35,0.8885100483894348,bYt4wybVLRQ$_$3,13,Wagon,45,50,4.5,5.0,135,149,142,token_offset_proportional_fallback,0.35
05,2,vision,2,4,2.2557179927825928,0.06660310924053192,True,matched,65,0.9492533206939697,gU7McujYYPY$_$1,4,name,7,11,0.7,1.0999999999999999,21,32,26,token_offset_proportional_fallback,0.35
05,3,vision,2,3,1.330871820449829,0.0855296179652214,True,matched,72,0.9377688765525818,XVSDfgstFUQ$_$3,3,my,4,6,0.39999999999999997,0.5999999999999999,11,17,14,token_offset_proportional_fallback,0.35
05,4,audio,1,11,1.1748266220092773,0.1836060881614685,True,matched,25,0.6450202465057373,e1E5W_ZefmY$_$10,13,for,37,40,3.6999999999999997,4.0,110,119,114,token_offset_proportional_fallback,0.35
05,5,audio,1,3,0.7415837049484253,0.14898526668548584,True,matched,20,0.8791642785072327,kU6YY2z7z0I$_$4,3,my,4,6,0.39999999999999997,0.5999999999999999,11,17,14,token_offset_proportional_fallback,0.35
05,6,vision,2,6,0.7291623950004578,0.0382034033536911,True,matched,71,0.9110020995140076,367506$_$15,6,Chloe,15,20,1.5,2.0,45,59,52,token_offset_proportional_fallback,0.35
05,7,audio,1,12,0.6923746466636658,0.3004203140735626,True,matched,22,0.8940172791481018,kh6eynD9OIk$_$5,12,Red,41,44,4.1,4.3999999999999995,122,131,126,token_offset_proportional_fallback,0.35
05,8,audio,1,7,0.6636161208152771,0.08176518976688385,True,matched,43,0.885715126991272,G8p4QMjLUXI$_$9,7,",",20,21,2.0,2.1,60,62,61,token_offset_proportional_fallback,0.35
06,1,text,0,22,4.60586404800415,0.03363723307847977,True,matched,9,0.9405679106712341,icIS9VfbzMw$_$17,22,dance,90,95,5.440993788819875,5.7432712215320905,163,172,168,token_offset_proportional_fallback,0.35
06,2,text,0,7,4.553546905517578,0.21628694236278534,True,matched,11,0.9284335374832153,260011$_$3,7,of,16,18,0.9672877846790889,1.0881987577639751,29,32,30,token_offset_proportional_fallback,0.35
06,3,text,0,23,4.5123772621154785,0.09998057782649994,True,matched,8,0.9538872838020325,wgCSuviySwg$_$0,23,moves,96,101,5.803726708074533,6.106004140786749,174,183,178,token_offset_proportional_fallback,0.35
06,4,text,0,21,4.283820629119873,0.15208616852760315,True,matched,10,0.6687189340591431,367506$_$14,6,impressive,79,89,4.775983436853002,5.380538302277432,143,161,152,token_offset_proportional_fallback,0.35
06,5,text,0,11,4.11599063873291,0.19144541025161743,True,matched,5,0.6703020930290222,cRFiXLzcCOA$_$3,35,sense,35,40,2.115942028985507,2.4182194616977224,63,72,68,token_offset_proportional_fallback,0.35
06,6,text,0,9,4.038827419281006,0.14987902343273163,True,matched,5,0.7341902256011963,cRFiXLzcCOA$_$3,35,in,27,29,1.6322981366459623,1.7532091097308489,48,52,50,token_offset_proportional_fallback,0.35
06,7,text,0,8,4.029740333557129,0.09248890727758408,True,matched,10,0.6734858751296997,367506$_$14,6,dancing,19,26,1.148654244306418,1.5718426501035194,34,47,40,token_offset_proportional_fallback,0.35
06,8,text,0,10,3.9453060626983643,0.06419577449560165,True,matched,0,0.7149988412857056,b1Il3Nf6BrU$_$6,35,that,30,34,1.813664596273292,2.055486542443064,54,61,58,token_offset_proportional_fallback,0.35
07,1,text,0,27,5.338001251220703,0.11343055963516235,True,matched,5,0.7327263355255127,cRFiXLzcCOA$_$3,35,the,136,139,13.543801652892563,13.842561983471075,406,415,410,token_offset_proportional_fallback,0.35
07,2,text,0,29,5.183934688568115,0.15090374648571014,True,matched,0,0.7089245319366455,b1Il3Nf6BrU$_$6,35,",",145,146,14.440082644628099,14.539669421487606,433,436,434,token_offset_proportional_fallback,0.35
07,3,text,0,28,5.169854164123535,0.015555663034319878,True,matched,1,0.9260593056678772,1tuMFJnlXJc$_$20,28,hobby,140,145,13.942148760330578,14.440082644628099,418,433,426,token_offset_proportional_fallback,0.35
07,4,text,0,30,4.994848728179932,0.05877697840332985,True,matched,5,0.7414233684539795,cRFiXLzcCOA$_$3,35,the,147,150,14.639256198347109,14.938016528925619,439,448,444,token_offset_proportional_fallback,0.35
07,5,text,0,25,4.871780872344971,0.1521800458431244,True,matched,5,0.7432341575622559,cRFiXLzcCOA$_$3,35,of,125,127,12.448347107438016,12.647520661157026,373,379,376,token_offset_proportional_fallback,0.35
07,6,text,0,42,4.871073246002197,0.24866655468940735,True,matched,0,0.6992002725601196,b1Il3Nf6BrU$_$6,35,partnerships,201,213,20.016942148760332,21.21198347107438,600,636,618,token_offset_proportional_fallback,0.35
07,7,text,0,37,4.801445960998535,0.16192437708377838,True,matched,10,0.6885589361190796,367506$_$14,6,dealers,178,185,17.726446280991738,18.423553719008265,531,552,542,token_offset_proportional_fallback,0.35
07,8,text,0,26,4.779866695404053,0.09856212139129639,True,matched,0,0.6757171750068665,b1Il3Nf6BrU$_$6,35,growing,128,135,12.74710743801653,13.444214876033058,382,403,392,token_offset_proportional_fallback,0.35
08,1,text,0,5,4.197038173675537,0.10453857481479645,True,matched,0,0.7216646671295166,b1Il3Nf6BrU$_$6,35,tonight,18,25,2.276190476190476,3.1613756613756614,68,94,81,token_offset_proportional_fallback,0.35
08,2,text,0,4,4.070014476776123,0.13622507452964783,True,matched,5,0.7336752414703369,cRFiXLzcCOA$_$3,35,to,15,17,1.8968253968253967,2.14973544973545,56,64,60,token_offset_proportional_fallback,0.35
08,3,text,0,3,3.783893585205078,0.13992582261562347,True,matched,0,0.6985393166542053,b1Il3Nf6BrU$_$6,35,us,12,14,1.5174603174603174,1.7703703703703704,45,53,49,token_offset_proportional_fallback,0.35
08,4,vision,2,4,3.565239429473877,0.10619240254163742,True,matched,50,0.8869842290878296,53742$_$5,4,to,15,17,1.8968253968253967,2.14973544973545,56,64,60,token_offset_proportional_fallback,0.35
08,5,vision,2,3,3.186082124710083,0.08708641678094864,True,matched,59,0.8885722756385803,gC_wF3uKFW0$_$2,3,us,12,14,1.5174603174603174,1.7703703703703704,45,53,49,token_offset_proportional_fallback,0.35
08,6,text,0,6,3.1082913875579834,0.15868091583251953,True,matched,10,0.9553101658821106,367506$_$14,6,",",25,26,3.1613756613756614,3.2878306878306875,94,98,96,token_offset_proportional_fallback,0.35
08,7,vision,2,6,2.746171474456787,0.09681012481451035,True,matched,47,0.847671389579773,266396$_$45,6,",",25,26,3.1613756613756614,3.2878306878306875,94,98,96,token_offset_proportional_fallback,0.35
08,8,text,0,7,2.6751887798309326,0.17054063081741333,True,matched,4,0.957423985004425,247382$_$14,7,the,27,30,3.414285714285714,3.7936507936507935,102,113,108,token_offset_proportional_fallback,0.35
09,1,audio,1,13,1.8514058589935303,0.14090068638324738,True,matched,35,0.9544860124588013,bYt4wybVLRQ$_$3,13,",",38,39,6.7093750000000005,6.885937500000001,201,206,204,token_offset_proportional_fallback,0.35
09,2,vision,2,4,1.6071109771728516,0.24379658699035645,True,matched,50,0.9426200985908508,53742$_$5,4,),4,5,0.70625,0.8828125,21,26,24,token_offset_proportional_fallback,0.35
09,3,audio,1,3,1.498795509338379,0.09789629280567169,True,matched,15,0.9178537130355835,33312$_$8,3,h,3,4,0.5296875000000001,0.70625,15,21,18,token_offset_proportional_fallback,0.35
09,4,vision,2,18,1.1932533979415894,0.1198398619890213,True,matched,73,0.8928959369659424,39lcRCFvV-s$_$19,18,it,62,64,10.946875,11.3,328,338,333,token_offset_proportional_fallback,0.35
09,5,vision,2,13,0.977029025554657,0.01657521352171898,True,matched,74,0.9280582666397095,275620$_$3,13,",",38,39,6.7093750000000005,6.885937500000001,201,206,204,token_offset_proportional_fallback,0.35
09,6,vision,2,3,0.7931869626045227,0.158914715051651,True,matched,72,0.890835165977478,XVSDfgstFUQ$_$3,3,h,3,4,0.5296875000000001,0.70625,15,21,18,token_offset_proportional_fallback,0.35
09,7,vision,2,10,0.5716832876205444,0.024533161893486977,True,matched,60,0.7512257695198059,yEtfjJOMMCs$_$21,4,movie,26,31,4.590625,5.4734375,137,164,150,token_offset_proportional_fallback,0.35
09,8,audio,1,2,0.5384470224380493,0.19754348695278168,True,matched,37,0.6470692157745361,fzuTEKwNS94$_$8,8,uh,1,3,0.1765625,0.5296875000000001,5,15,10,token_offset_proportional_fallback,0.35
10,1,vision,2,6,2.733945608139038,0.04078109189867973,True,matched,67,0.9164988994598389,136211$_$2,6,know,14,18,1.1757105943152457,1.5116279069767442,35,45,40,token_offset_proportional_fallback,0.35
10,2,audio,1,13,2.644437074661255,0.06660332530736923,True,matched,35,0.9196387529373169,bYt4wybVLRQ$_$3,13,fluffy,43,49,3.6111111111111116,4.11498708010336,108,123,116,token_offset_proportional_fallback,0.35
10,3,vision,2,4,2.581446409225464,0.24939557909965515,True,matched,55,0.9187127947807312,yEtfjJOMMCs$_$3,4,And,6,9,0.5038759689922481,0.7558139534883721,15,22,18,token_offset_proportional_fallback,0.35
10,4,vision,2,18,2.0410709381103516,0.14407724142074585,True,matched,73,0.8854633569717407,39lcRCFvV-s$_$19,18,so,73,75,6.130490956072352,6.2984496124031,183,188,186,token_offset_proportional_fallback,0.35
10,5,vision,2,7,1.798102855682373,0.10686053335666656,True,matched,49,0.9033908247947693,90172$_$7,7,I,19,20,1.5956072351421189,1.6795865633074938,47,50,48,token_offset_proportional_fallback,0.35
10,6,vision,2,3,1.4736504554748535,0.059012942016124725,True,matched,72,0.9136797189712524,XVSDfgstFUQ$_$3,3,),4,5,0.3359173126614987,0.41989664082687345,10,12,11,token_offset_proportional_fallback,0.35
10,7,vision,2,17,1.1509405374526978,0.10242398828268051,True,matched,60,0.6493781805038452,yEtfjJOMMCs$_$21,4,sometimes,63,72,5.290697674418604,6.046511627906977,158,181,170,token_offset_proportional_fallback,0.35
10,8,vision,2,21,0.9298599362373352,0.23084530234336853,True,matched,69,0.6252040863037109,8XODJwsvBa0$_$2,32,m,78,79,6.550387596899225,6.6343669250646,196,199,198,token_offset_proportional_fallback,0.35
11,1,audio,1,13,3.5130350589752197,0.06978478282690048,True,matched,25,0.9142798185348511,e1E5W_ZefmY$_$10,13,a,51,52,9.531147540983607,9.718032786885248,285,291,288,token_offset_proportional_fallback,0.35
11,2,vision,2,4,2.2199764251708984,0.3083871304988861,True,matched,55,0.9023785591125488,yEtfjJOMMCs$_$3,4,ashamed,11,18,2.055737704918033,3.3639344262295086,61,100,80,token_offset_proportional_fallback,0.35
11,3,audio,1,3,2.1499521732330322,0.10035412013530731,True,matched,20,0.9007557034492493,kU6YY2z7z0I$_$4,3,be,8,10,1.4950819672131148,1.8688524590163935,44,56,50,token_offset_proportional_fallback,0.35
11,4,audio,1,11,1.8753457069396973,0.05287300795316696,True,matched,25,0.6418718099594116,e1E5W_ZefmY$_$10,13,I,45,46,8.40983606557377,8.59672131147541,252,257,254,token_offset_proportional_fallback,0.35
11,5,vision,2,3,1.436812162399292,0.1910499930381775,True,matched,72,0.9027451872825623,XVSDfgstFUQ$_$3,3,be,8,10,1.4950819672131148,1.8688524590163935,44,56,50,token_offset_proportional_fallback,0.35
11,6,audio,1,7,1.372877836227417,0.124435655772686,True,matched,38,0.8687574863433838,amem5EmRG3s$_$2,7,made,27,31,5.045901639344263,5.7934426229508205,151,173,162,token_offset_proportional_fallback,0.35
11,7,vision,2,6,1.3420122861862183,0.044936079531908035,True,matched,71,0.9225534200668335,367506$_$15,6,have,22,26,4.111475409836066,4.859016393442624,123,145,134,token_offset_proportional_fallback,0.35
11,8,audio,1,2,1.1481372117996216,0.1081792414188385,True,matched,39,0.6793696284294128,L0WUuWYNeCo$_$26,21,would,2,7,0.3737704918032787,1.3081967213114754,11,39,25,token_offset_proportional_fallback,0.35
12,1,audio,1,13,3.0008280277252197,0.06792180240154266,True,matched,25,0.9248917102813721,e1E5W_ZefmY$_$10,13,by,64,66,6.98494623655914,7.203225806451613,209,216,212,token_offset_proportional_fallback,0.35
12,2,vision,2,4,2.9763293266296387,0.28106844425201416,True,matched,70,0.898664116859436,G8p4QMjLUXI$_$9,4,an,10,12,1.0913978494623655,1.3096774193548388,32,39,36,token_offset_proportional_fallback,0.35
12,3,vision,2,3,2.5447123050689697,0.03710531070828438,True,matched,48,0.9107977151870728,273237$_$23,3,",",8,9,0.8731182795698925,0.9822580645161291,26,29,28,token_offset_proportional_fallback,0.35
12,4,vision,2,6,2.1562116146087646,0.015685774385929108,True,matched,47,0.8914662599563599,266396$_$45,6,previously,24,34,2.6193548387096777,3.710752688172043,78,111,94,token_offset_proportional_fallback,0.35
12,5,vision,2,18,1.8654826879501343,0.3558533191680908,True,matched,73,0.8869991302490234,39lcRCFvV-s$_$19,18,own,85,88,9.276881720430108,9.604301075268818,278,288,283,token_offset_proportional_fallback,0.35
12,6,vision,2,7,1.7907599210739136,0.11118166893720627,True,matched,68,0.9385793209075928,nw6Kf3AtCz4$_$8,7,had,35,38,3.8198924731182795,4.147311827956989,114,124,119,token_offset_proportional_fallback,0.35
12,7,vision,2,10,1.746567726135254,0.12840834259986877,True,matched,70,0.6789553165435791,G8p4QMjLUXI$_$9,4,",",50,51,5.456989247311828,5.566129032258064,163,166,164,token_offset_proportional_fallback,0.35
12,8,vision,2,34,1.7377346754074097,0.002775284694507718,True,matched,50,0.6474478244781494,53742$_$5,4,g,153,154,16.698387096774194,16.80752688172043,500,504,502,token_offset_proportional_fallback,0.35
13,1,audio,1,13,3.328396797180176,0.051463332027196884,True,matched,40,0.8940538167953491,hmjfBZGGZR8$_$1,13,that,49,53,3.2417302798982184,3.506361323155216,97,105,101,token_offset_proportional_fallback,0.35
13,2,audio,1,3,2.6213982105255127,0.11896415799856186,True,matched,20,0.8635206818580627,kU6YY2z7z0I$_$4,3,",",11,12,0.727735368956743,0.7938931297709924,21,23,22,token_offset_proportional_fallback,0.35
13,3,audio,1,2,1.9556204080581665,0.18292179703712463,True,matched,39,0.5937891006469727,L0WUuWYNeCo$_$26,21,example,4,11,0.26463104325699743,0.727735368956743,7,21,14,token_offset_proportional_fallback,0.35
13,4,audio,1,22,1.670303463935852,0.08075720071792603,True,matched,24,0.8885315656661987,lWvaIexY2WU$_$0,22,any,94,97,6.21882951653944,6.417302798982188,186,192,189,token_offset_proportional_fallback,0.35
13,5,audio,1,11,1.6546481847763062,0.03727081045508385,True,matched,25,0.6943393349647522,e1E5W_ZefmY$_$10,13,and,40,43,2.6463104325699742,2.8447837150127224,79,85,82,token_offset_proportional_fallback,0.35
13,6,audio,1,7,1.648289680480957,0.05463075265288353,True,matched,43,0.925129771232605,G8p4QMjLUXI$_$9,7,a,26,27,1.7201017811704833,1.7862595419847327,51,53,52,token_offset_proportional_fallback,0.35
13,7,audio,1,21,1.4125447273254395,0.056848444044589996,True,matched,39,0.8936724662780762,L0WUuWYNeCo$_$26,21,between,86,93,5.689567430025445,6.152671755725191,170,184,177,token_offset_proportional_fallback,0.35
13,8,audio,1,27,1.1666837930679321,0.4171435236930847,True,matched,21,0.8677248954772949,93839$_$7,27,factors,115,122,7.608142493638677,8.071246819338421,228,242,235,token_offset_proportional_fallback,0.35
14,1,vision,2,4,3.062365770339966,0.028341220691800117,True,matched,70,0.9164462089538574,G8p4QMjLUXI$_$9,4,co,10,12,0.881104033970276,1.0573248407643312,26,31,28,token_offset_proportional_fallback,0.35
14,2,audio,1,13,2.9551053047180176,0.46199876070022583,True,matched,35,0.9372079968452454,bYt4wybVLRQ$_$3,13,e,41,42,3.6125265392781323,3.700636942675159,108,111,110,token_offset_proportional_fallback,0.35
14,3,vision,2,3,2.466937303543091,0.0015531635144725442,True,matched,66,0.9327061772346497,j7fRIGphgtk$_$1,3,the,6,9,0.5286624203821656,0.7929936305732485,15,23,19,token_offset_proportional_fallback,0.35
14,4,vision,2,6,1.8955658674240112,0.0016866184305399656,True,matched,64,0.9121119976043701,yKdIZR5xfcc$_$9,6,founder,13,20,1.145435244161359,1.762208067940552,34,52,43,token_offset_proportional_fallback,0.35
14,5,audio,1,27,1.3406362533569336,0.06830114126205444,True,matched,17,0.890240490436554,266938$_$8,27,),118,119,10.397027600849258,10.485138004246284,311,314,312,token_offset_proportional_fallback,0.35
14,6,audio,1,11,1.3235996961593628,0.23680439591407776,True,matched,35,0.6449364423751831,bYt4wybVLRQ$_$3,13,Vet,35,38,3.083864118895966,3.348195329087049,92,100,96,token_offset_proportional_fallback,0.35
14,7,vision,2,7,1.3176754713058472,0.07818171381950378,True,matched,49,0.875137209892273,90172$_$7,7,of,21,23,1.8503184713375795,2.026539278131635,55,60,58,token_offset_proportional_fallback,0.35
14,8,vision,2,10,1.297115683555603,0.12313297390937805,True,matched,65,0.6839867234230042,gU7McujYYPY$_$1,4,and,31,34,2.731422505307856,2.995753715498939,81,89,85,token_offset_proportional_fallback,0.35
15,1,vision,2,4,2.625933885574341,0.10162289440631866,True,matched,65,0.9263378381729126,gU7McujYYPY$_$1,4,their,17,22,1.0655270655270654,1.3789173789173788,31,41,36,token_offset_proportional_fallback,0.35
15,2,vision,2,3,2.05271315574646,0.17778900265693665,True,matched,72,0.9650369882583618,XVSDfgstFUQ$_$3,3,despite,9,16,0.5641025641025641,1.002849002849003,16,30,23,token_offset_proportional_fallback,0.35
15,3,audio,1,13,1.7361133098602295,0.10592664033174515,True,matched,35,0.9539376497268677,bYt4wybVLRQ$_$3,13,because,64,71,4.011396011396012,4.45014245014245,120,133,126,token_offset_proportional_fallback,0.35
15,4,vision,2,6,1.6155508756637573,0.19169577956199646,True,matched,71,0.8443769216537476,367506$_$15,6,",",30,31,1.8803418803418803,1.9430199430199429,56,58,57,token_offset_proportional_fallback,0.35
15,5,vision,2,10,1.1261826753616333,0.0963459238409996,True,matched,72,0.6437448263168335,XVSDfgstFUQ$_$3,3,iti,48,51,3.0085470085470085,3.1965811965811968,90,95,92,token_offset_proportional_fallback,0.35
15,6,vision,2,18,1.0348234176635742,0.030092312023043633,True,matched,73,0.9042955636978149,39lcRCFvV-s$_$19,18,power,93,98,5.829059829059829,6.1424501424501425,174,184,179,token_offset_proportional_fallback,0.35
15,7,vision,2,7,1.00497305393219,0.2924434542655945,True,matched,68,0.862908124923706,nw6Kf3AtCz4$_$8,7,the,32,35,2.005698005698006,2.193732193732193,60,65,62,token_offset_proportional_fallback,0.35
15,8,vision,2,9,0.789610743522644,0.004084015730768442,True,matched,53,0.8508613109588623,kh6eynD9OIk$_$5,9,prior,43,48,2.695156695156695,3.0085470085470085,80,90,85,token_offset_proportional_fallback,0.35
16,1,vision,2,4,3.3617706298828125,0.10823258012533188,True,matched,70,0.9121609926223755,G8p4QMjLUXI$_$9,4,a,5,6,0.6788617886178862,0.8146341463414634,20,24,22,token_offset_proportional_fallback,0.35
16,2,vision,2,3,2.934006929397583,0.0631515234708786,True,matched,72,0.8582414388656616,XVSDfgstFUQ$_$3,3,s,3,4,0.4073170731707317,0.5430894308943089,12,16,14,token_offset_proportional_fallback,0.35
16,3,vision,2,6,1.6565845012664795,0.014024170115590096,True,matched,54,0.8767485022544861,29044$_$4,6,",",15,16,2.0365853658536586,2.1723577235772358,61,65,63,token_offset_proportional_fallback,0.35
16,4,audio,1,3,1.6553714275360107,0.2976472079753876,True,matched,15,0.8974726796150208,33312$_$8,3,s,3,4,0.4073170731707317,0.5430894308943089,12,16,14,token_offset_proportional_fallback,0.35
16,5,vision,2,10,1.5285836458206177,0.14862343668937683,True,matched,65,0.6412175893783569,gU7McujYYPY$_$1,4,terrible,27,35,3.665853658536585,4.752032520325203,109,142,126,token_offset_proportional_fallback,0.35
16,6,vision,2,7,1.490049958229065,0.09524846076965332,True,matched,68,0.8506146669387817,nw6Kf3AtCz4$_$8,7,this,17,21,2.308130081300813,2.851219512195122,69,85,77,token_offset_proportional_fallback,0.35
16,7,audio,1,11,1.4325141906738281,0.2073475867509842,True,matched,30,0.5599455833435059,muOYAxkG-Zo$_$15,13,movie,36,41,4.8878048780487795,5.566666666666666,146,166,156,token_offset_proportional_fallback,0.35
16,8,vision,2,9,1.1955240964889526,0.06572508811950684,True,matched,53,0.8491335511207581,kh6eynD9OIk$_$5,9,a,25,26,3.3943089430894307,3.530081300813008,101,105,103,token_offset_proportional_fallback,0.35
17,1,text,0,12,5.740484714508057,0.09867983311414719,True,matched,0,0.707634449005127,b1Il3Nf6BrU$_$6,35,easy,69,73,7.356488549618321,7.78295165394402,220,233,226,token_offset_proportional_fallback,0.35
17,2,text,0,11,5.4867401123046875,0.12109773606061935,True,matched,5,0.7260682582855225,cRFiXLzcCOA$_$3,35,",",67,68,7.14325699745547,7.249872773536896,214,217,216,token_offset_proportional_fallback,0.35
