split,sample_id,content_steps,truncated,text_candidate_steps,audio_candidate_steps,vision_candidate_steps
train,0YdYFtVdlWE$_$6,10,False,10,10,10
train,0YdYFtVdlWE$_$8,14,False,14,14,14
train,0YdYFtVdlWE$_$10,19,False,19,19,19
train,0YdYFtVdlWE$_$15,37,False,37,37,34
train,0YdYFtVdlWE$_$14,15,False,15,15,15
train,0bsTzavb-AE$_$3,15,False,15,15,15
train,0hCOCt6fWas$_$15,31,False,31,31,31
train,0hCOCt6fWas$_$2,33,False,33,33,33
train,0hCihQ5Kep0$_$3,19,False,19,19,19
train,0hCihQ5Kep0$_$4,7,False,7,7,7
train,0jtdrsmVzYQ$_$5,25,False,25,25,25
train,0mXv97u2OCM$_$7,18,False,18,18,18
train,0p9XKC_J3hU$_$2,29,False,29,29,29
train,0rE8jEvQW_I$_$3,20,False,20,20,20
train,0rE8jEvQW_I$_$4,21,False,21,21,21
train,0rE8jEvQW_I$_$9,6,False,6,6,6
train,0tkWa2skSmA$_$8,48,True,48,48,48
train,0tkWa2skSmA$_$6,17,False,17,17,17
train,100499$_$5,48,True,48,48,48
train,100499$_$4,18,False,18,18,18
train,101851$_$13,17,False,17,17,17
train,101851$_$14,8,False,8,8,1
train,101851$_$16,18,False,18,18,18
train,101851$_$0,20,False,20,20,15
train,102184$_$12,46,False,46,46,46
train,102184$_$1,19,False,19,19,19
train,102184$_$3,29,False,29,29,29
train,102184$_$7,14,False,14,14,14
train,10223$_$1,16,False,16,16,16
train,10223$_$9,17,False,17,17,17
train,106077$_$1,12,False,12,12,12
train,106077$_$2,18,False,18,18,18
train,106077$_$7,11,False,11,11,11
train,106514$_$10,25,False,25,25,25
train,106514$_$2,20,False,20,20,20
train,106514$_$9,4,False,4,4,4
train,106941$_$10,30,False,30,30,30
train,106941$_$12,26,False,26,26,26
train,106941$_$3,29,False,29,29,29
train,106941$_$2,11,False,11,11,11
train,106941$_$7,11,False,11,11,11
train,106941$_$9,9,False,9,9,9
train,106941$_$8,12,False,12,12,12
train,107551$_$1,27,False,27,27,27
train,107551$_$3,12,False,12,12,12
train,107551$_$5,48,True,48,48,48
train,107551$_$6,9,False,9,9,9
train,108793$_$10,28,False,28,28,28
train,108793$_$17,21,False,21,21,10
train,108793$_$1,15,False,15,15,15
train,108793$_$0,3,False,3,3,3
train,108793$_$8,12,False,12,12,12
train,110203$_$2,48,True,48,48,17
train,110203$_$7,13,False,13,13,3
train,110754$_$3,23,False,23,23,20
train,110754$_$2,23,False,23,23,14
train,110766$_$8,7,False,7,7,7
train,110788$_$0,13,False,13,13,13
train,110788$_$5,15,False,15,15,15
train,112148$_$12,16,False,16,16,16
train,112148$_$5,11,False,11,11,11
train,112148$_$4,11,False,11,11,11
train,112148$_$7,19,False,19,19,19
train,112169$_$7,8,False,8,8,8
train,112604$_$1,48,True,48,48,48
train,112631$_$1,48,True,48,48,48
train,112631$_$6,20,False,20,20,20
train,112903$_$0,30,False,30,30,30
train,112903$_$3,27,False,27,27,27
train,112903$_$6,48,True,48,48,48
train,113265$_$3,18,False,18,18,18
train,113265$_$4,33,False,33,33,33
train,114624$_$11,5,False,5,5,5
train,114624$_$6,18,False,18,18,18
train,114624$_$8,9,False,9,9,9
train,11650$_$0,4,False,4,4,4
train,11650$_$3,25,False,25,25,25
train,11650$_$4,33,False,33,33,33
train,11650$_$13,10,False,10,10,10
train,11650$_$18,22,False,22,22,22
train,119348$_$11,20,False,20,20,20
train,119348$_$3,24,False,24,24,24
train,119348$_$2,20,False,20,20,8
train,120vnZnmhq4$_$2,29,False,29,29,29
train,121358$_$1,8,False,8,8,8
train,121358$_$4,5,False,5,5,5
train,121358$_$10,14,False,14,14,14
train,121358$_$13,7,False,7,7,7
train,121358$_$15,18,False,18,18,18
train,121358$_$14,18,False,18,18,18
train,122439$_$4,27,False,27,27,27
train,122602$_$12,33,False,33,33,33
train,122602$_$15,12,False,12,12,12
train,122602$_$0,14,False,14,14,14
train,122602$_$4,9,False,9,9,9
train,122842$_$1,10,False,10,10,0
train,122842$_$6,28,False,28,28,28
train,125730$_$12,22,False,22,22,22
train,125730$_$1,24,False,24,24,24
train,125730$_$0,28,False,28,28,28
train,125730$_$2,7,False,7,7,7
train,125730$_$8,18,False,18,18,18
train,125845$_$1,43,False,43,43,43
train,125845$_$3,41,False,41,41,41
train,125845$_$5,38,False,38,38,38
train,126542$_$11,31,False,31,31,31
train,126542$_$12,4,False,4,4,4
train,126542$_$17,13,False,13,13,13
train,126542$_$16,19,False,19,19,19
train,126542$_$3,10,False,10,10,10
train,126831$_$10,26,False,26,26,26
train,126831$_$3,25,False,25,25,25
train,127470$_$5,10,False,10,10,10
train,127470$_$6,16,False,16,16,16
train,127539$_$5,13,False,13,13,13
train,127539$_$7,35,False,35,35,35
train,127539$_$6,31,False,31,31,31
train,127539$_$9,17,False,17,17,17
train,127539$_$8,43,False,43,43,43
train,12812$_$3,48,True,48,48,48
train,12812$_$6,45,False,45,45,45
train,128258$_$13,36,False,36,36,36
train,128258$_$1,27,False,27,27,27
train,128752$_$15,22,False,22,22,22
train,128752$_$16,8,False,8,8,8
train,128752$_$3,27,False,27,27,27
train,128752$_$7,22,False,22,22,22
train,128752$_$9,23,False,23,23,23
train,128949$_$2,32,False,32,32,32
train,129733$_$7,36,False,36,36,36
train,130149$_$3,13,False,13,13,13
train,130149$_$6,23,False,23,23,23
train,130426$_$0,28,False,28,28,28
train,130426$_$6,31,False,31,31,31
train,130633$_$5,48,False,48,48,48
train,130633$_$7,16,False,16,16,16
train,131650$_$1,38,False,38,38,38
train,131650$_$0,19,False,19,19,19
train,131650$_$3,14,False,14,14,14
train,131650$_$9,3,False,3,3,3
train,131871$_$1,31,False,31,31,31
train,131936$_$2,9,False,9,9,9
train,131936$_$4,30,False,30,30,30
train,134252$_$1,19,False,19,19,17
train,134252$_$0,1,False,1,1,1
train,136205$_$12,11,False,11,11,11
train,136205$_$0,13,False,13,13,13
train,136205$_$6,6,False,6,6,6
train,136211$_$3,14,False,14,14,14
train,136211$_$2,45,False,45,45,45
train,137827$_$1,12,False,12,12,12
train,137827$_$2,31,False,31,31,31
train,137827$_$4,24,False,24,24,24
train,139006$_$12,48,True,48,48,48
train,139006$_$3,16,False,16,16,16
train,139032$_$16,7,False,7,7,7
train,139032$_$3,28,False,28,28,28
train,13JpsLvddoY$_$8,16,False,16,16,16
train,13JpsLvddoY$_$7,30,False,30,30,30
train,140293$_$0,18,False,18,18,17
train,140317$_$5,10,False,10,10,0
train,140317$_$7,48,True,48,48,48
train,154449$_$2,19,False,19,19,19
train,154449$_$4,3,False,3,3,3
train,154449$_$6,20,False,20,20,20
train,154449$_$8,20,False,20,20,20
train,15837$_$1,15,False,15,15,15
train,15837$_$9,38,False,38,38,11
train,15Wu4U2VPLw$_$2,15,False,15,15,15
train,15Wu4U2VPLw$_$4,27,False,27,27,25
train,15Wu4U2VPLw$_$6,15,False,15,15,0
train,15ktF-6wutk$_$4,17,False,17,17,3
train,180923$_$14,13,False,13,13,13
train,180923$_$5,4,False,4,4,4
train,180923$_$4,17,False,17,17,17
train,180923$_$6,48,True,48,48,48
train,184784$_$6,42,False,42,42,38
train,186631$_$10,36,False,36,36,36
train,186631$_$6,48,True,48,48,48
train,188122$_$12,23,False,23,23,23
train,188122$_$16,38,False,38,38,18
train,188122$_$9,29,False,29,29,29
train,189966$_$21,6,False,6,6,6
train,189966$_$22,7,False,7,7,7
train,189966$_$2,12,False,12,12,12
train,189966$_$4,10,False,10,10,10
train,189966$_$6,12,False,12,12,12
train,189966$_$12,9,False,9,9,9
train,189966$_$14,29,False,29,29,29
train,189966$_$16,40,False,40,40,40
train,189966$_$19,5,False,5,5,5
train,18JTkk8JbeU$_$6,26,False,26,26,26
train,18QjfdhJEM4$_$14,33,False,33,33,33
train,18QjfdhJEM4$_$17,12,False,12,12,12
train,18QjfdhJEM4$_$23,14,False,14,14,12
train,18QjfdhJEM4$_$4,32,False,32,32,32
train,190740$_$2,37,False,37,37,37
train,190740$_$4,22,False,22,22,22
train,190740$_$7,30,False,30,30,30
train,190740$_$6,14,False,14,14,14
train,192799$_$10,31,False,31,31,31
train,192799$_$17,28,False,28,28,28
train,192799$_$7,14,False,14,14,14
train,192799$_$8,29,False,29,29,29
train,194625$_$16,9,False,9,9,9
train,194625$_$18,48,False,48,48,45
train,194625$_$5,11,False,11,11,11
train,194625$_$7,39,False,39,39,37
train,197778$_$11,28,False,28,28,28
train,197778$_$2,15,False,15,15,15
train,197778$_$4,21,False,21,21,21
train,197778$_$9,15,False,15,15,15
train,19k6sEC7814$_$10,15,False,15,15,15
train,19k6sEC7814$_$4,18,False,18,18,18
train,1A-aRhYx-GQ$_$15,43,False,43,43,43
train,1A-aRhYx-GQ$_$31,23,False,23,23,23
train,1A-aRhYx-GQ$_$7,22,False,22,22,22
train,1A7dqFxx8wU$_$0,7,False,7,7,7
train,1CjUHNYzW1E$_$11,9,False,9,9,9
train,1ESU5ONMMxs$_$14,27,False,27,27,25
train,1ESU5ONMMxs$_$0,18,False,18,18,15
train,1ESU5ONMMxs$_$6,16,False,16,16,0
train,1ESU5ONMMxs$_$8,36,False,36,36,0
train,1F0qH0EEBfo$_$21,42,False,42,42,42
train,1F0qH0EEBfo$_$1,11,False,11,11,11
train,1F0qH0EEBfo$_$0,25,False,25,25,25
train,1F0qH0EEBfo$_$5,12,False,12,12,12
train,1F0qH0EEBfo$_$9,31,False,31,31,31
train,1F0qH0EEBfo$_$15,16,False,16,16,16
train,1F0qH0EEBfo$_$14,10,False,10,10,8
train,1JQ9UCBEmCU$_$1,12,False,12,12,3
train,1JQ9UCBEmCU$_$0,6,False,6,6,0
train,1W38PnuWIkM$_$3,21,False,21,21,14
train,1W38PnuWIkM$_$5,27,False,27,27,6
train,1W38PnuWIkM$_$4,25,False,25,25,25
train,1W38PnuWIkM$_$6,5,False,5,5,5
train,1bzS0YF5hfs$_$1,18,False,18,18,18
train,1dWsw38VDjY$_$9,31,False,31,31,31
train,1fqNb8cfLFE$_$2,48,True,48,48,48
train,1k7br8xXMSU$_$11,45,False,45,45,45
train,1k7br8xXMSU$_$12,48,True,48,48,48
train,1mHjMNZZvFo$_$1,27,False,27,27,27
train,1mHjMNZZvFo$_$5,17,False,17,17,17
train,1pvK0_9SQns$_$10,31,False,31,31,31
train,1pvK0_9SQns$_$8,35,False,35,35,35
train,1sJjdaXXuJg$_$4,28,False,28,28,28
train,1tuMFJnlXJc$_$20,32,False,32,32,32
train,1tuMFJnlXJc$_$1,14,False,14,14,14
train,1tuMFJnlXJc$_$3,48,False,48,48,48
train,1tuMFJnlXJc$_$4,20,False,20,20,20
train,2-4autDbHVQ$_$12,13,False,13,13,13
train,2-4autDbHVQ$_$19,10,False,10,10,10
train,2-4autDbHVQ$_$8,15,False,15,15,15
train,2-5hH_k2VFk$_$9,48,True,48,48,48
train,201582$_$2,48,True,48,48,48
train,201582$_$6,21,False,21,21,21
train,202431$_$6,48,True,48,48,42
train,202810$_$7,11,False,11,11,11
train,202810$_$8,27,False,27,27,27
train,202990$_$5,30,False,30,30,30
train,202990$_$6,38,False,38,38,38
train,206049$_$0,17,False,17,17,17
train,206049$_$3,35,False,35,35,35
train,206051$_$2,9,False,9,9,9
train,206376$_$2,11,False,11,11,11
train,206507$_$2,11,False,11,11,11
train,206507$_$6,35,False,35,35,35
train,206606$_$5,23,False,23,23,23
train,206606$_$7,37,False,37,37,37
train,207812$_$3,24,False,24,24,24
train,207812$_$9,11,False,11,11,11
train,207812$_$8,22,False,22,22,22
train,208148$_$11,19,False,19,19,19
train,208148$_$6,34,False,34,34,34
train,208299$_$5,48,False,48,48,48
train,208299$_$4,43,False,43,43,42
train,208299$_$6,39,False,39,39,39
train,208299$_$8,13,False,13,13,13
train,208416$_$11,29,False,29,29,29
train,208416$_$13,9,False,9,9,9
train,208416$_$16,6,False,6,6,6
train,208416$_$0,2,False,2,2,0
train,208416$_$2,15,False,15,15,15
train,208416$_$7,38,False,38,38,38
train,208416$_$9,17,False,17,17,17
train,208416$_$8,31,False,31,31,31
train,209354$_$1,26,False,26,26,0
train,209354$_$2,38,False,38,38,38
train,209775$_$10,26,False,26,26,17
train,209775$_$1,19,False,19,19,19
train,209775$_$0,9,False,9,9,0
train,209775$_$5,33,False,33,33,33
train,210238$_$13,11,False,11,11,11
train,210238$_$14,48,True,48,48,48
train,210238$_$16,41,False,41,41,41
train,210238$_$18,8,False,8,8,8
train,210238$_$1,2,False,2,2,2
train,210618$_$11,13,False,13,13,13
train,210618$_$10,11,False,11,11,11
train,210618$_$15,13,False,13,13,13
train,210618$_$5,15,False,15,15,15
train,210618$_$9,17,False,17,17,17
train,210618$_$8,18,False,18,18,17
train,21137$_$1,6,False,6,6,0
train,21137$_$0,13,False,13,13,5
train,21137$_$3,5,False,5,5,5
train,21137$_$2,18,False,18,18,18
train,21137$_$9,13,False,13,13,13
train,212532$_$10,23,False,23,23,23
train,212532$_$9,21,False,21,21,18
train,213619$_$0,6,False,6,6,0
train,213619$_$3,5,False,5,5,0
train,214095$_$11,9,False,9,9,9
train,214095$_$1,19,False,19,19,19
train,214095$_$4,8,False,8,8,8
train,215259$_$5,35,False,35,35,35
train,215259$_$4,4,False,4,4,4
train,216007$_$24,16,False,16,16,16
train,216007$_$28,3,False,3,3,3
train,216007$_$29,9,False,9,9,9
train,216007$_$1,41,False,41,41,41
train,216007$_$2,21,False,21,21,21
train,216007$_$5,14,False,14,14,14
train,216007$_$9,23,False,23,23,23
train,216007$_$12,48,True,48,48,48
train,21638$_$1,17,False,17,17,17
train,21638$_$0,17,False,17,17,17
train,21638$_$6,24,False,24,24,24
train,216857$_$1,9,False,9,9,1
train,216857$_$3,12,False,12,12,12
train,216857$_$6,6,False,6,6,6
train,216857$_$10,26,False,26,26,26
train,218708$_$13,48,True,48,48,47
train,218708$_$12,33,False,33,33,33
train,218708$_$15,19,False,19,19,19
train,218708$_$17,8,False,8,8,8
train,218708$_$1,14,False,14,14,0
train,218708$_$0,1,False,1,1,1
train,218708$_$8,12,False,12,12,12
train,219310$_$0,11,False,11,11,10
train,219310$_$2,23,False,23,23,23
train,219775$_$0,15,False,15,15,5
train,219775$_$5,14,False,14,14,1
train,220134$_$27,48,True,48,48,48
train,220134$_$21,32,False,32,32,32
train,220134$_$8,41,False,41,41,41
train,220134$_$17,38,False,38,38,38
train,220548$_$20,20,False,20,20,20
train,220548$_$1,48,True,48,48,48
train,220548$_$7,14,False,14,14,14
train,221740$_$0,3,False,3,3,3
train,221740$_$5,36,False,36,36,36
train,222116$_$1,27,False,27,27,27
train,222116$_$7,36,False,36,36,36
train,222116$_$6,45,False,45,45,45
train,223926$_$1,29,False,29,29,29
train,224599$_$1,14,False,14,14,14
train,224599$_$2,19,False,19,19,19
train,224599$_$5,38,False,38,38,38
train,224599$_$8,10,False,10,10,10
train,224772$_$12,6,False,6,6,6
train,224772$_$14,11,False,11,11,11
train,224772$_$1,9,False,9,9,9
train,224772$_$6,48,True,48,48,48
train,224869$_$10,27,False,27,27,27
train,224869$_$0,1,False,1,1,1
train,224869$_$3,48,True,48,48,48
train,224869$_$5,11,False,11,11,11
train,225343$_$10,13,False,13,13,13
train,225343$_$14,24,False,24,24,24
train,225343$_$3,48,True,48,48,48
train,225343$_$9,9,False,9,9,9
train,225416$_$14,31,False,31,31,31
train,225416$_$1,21,False,21,21,21
train,225416$_$3,10,False,10,10,10
train,225416$_$8,20,False,20,20,20
train,225768$_$6,31,False,31,31,31
train,227173$_$12,17,False,17,17,3
train,227173$_$6,22,False,22,22,18
train,227416$_$1,20,False,20,20,20
train,227416$_$0,28,False,28,28,28
train,227416$_$3,48,True,48,48,48
train,227416$_$5,29,False,29,29,9
train,227416$_$8,31,False,31,31,9
train,227426$_$19,13,False,13,13,13
train,227426$_$18,18,False,18,18,18
train,227426$_$0,17,False,17,17,17
train,227426$_$8,26,False,26,26,26
train,22821$_$14,16,False,16,16,16
train,22821$_$1,25,False,25,25,25
train,22821$_$0,6,False,6,6,6
train,22821$_$4,26,False,26,26,26
train,22821$_$9,34,False,34,34,25
train,22880$_$2,6,False,6,6,6
train,22880$_$6,10,False,10,10,10
train,229090$_$15,48,True,48,48,48
train,229090$_$16,11,False,11,11,11
train,229090$_$18,34,False,34,34,34
train,229903$_$0,12,False,12,12,12
train,229903$_$3,47,False,47,47,47
train,229967$_$2,6,False,6,6,6
train,230252$_$1,14,False,14,14,14
train,231025$_$11,13,False,13,13,13
train,231025$_$15,18,False,18,18,18
train,231025$_$14,9,False,9,9,9
train,231025$_$16,24,False,24,24,24
train,231025$_$0,7,False,7,7,7
train,231025$_$9,1,False,1,1,1
train,233171$_$1,46,False,46,46,46
train,233171$_$7,8,False,8,8,8
train,233356$_$1,11,False,11,11,11
train,233356$_$3,13,False,13,13,13
train,233366$_$4,20,False,20,20,20
train,233389$_$0,1,False,1,1,1
train,233389$_$5,37,False,37,37,37
train,234053$_$26,5,False,5,5,5
train,234053$_$21,7,False,7,7,7
train,234053$_$1,12,False,12,12,12
train,234053$_$11,37,False,37,37,12
train,234053$_$17,5,False,5,5,0
train,234053$_$19,11,False,11,11,9
train,234053$_$18,15,False,15,15,11
train,234587$_$2,16,False,16,16,16
train,234587$_$5,22,False,22,22,22
train,234587$_$11,27,False,27,27,27
train,234587$_$14,24,False,24,24,24
train,234587$_$16,10,False,10,10,9
train,234587$_$19,19,False,19,19,19
train,236399$_$4,8,False,8,8,7
train,236696$_$7,8,False,8,8,8
train,238023$_$22,31,False,31,31,31
train,238023$_$1,18,False,18,18,18
train,238023$_$37,45,False,45,45,45
train,238039$_$6,19,False,19,19,19
train,238060$_$13,43,False,43,43,43
train,238060$_$18,37,False,37,37,37
train,238060$_$5,23,False,23,23,23
train,238060$_$7,48,True,48,48,48
train,238100$_$3,14,False,14,14,14
train,238645$_$20,21,False,21,21,21
train,238645$_$23,23,False,23,23,23
train,238645$_$0,3,False,3,3,3
train,238645$_$6,5,False,5,5,5
train,238645$_$8,7,False,7,7,7
train,238889$_$2,24,False,24,24,24
train,238889$_$5,13,False,13,13,13
train,238889$_$4,25,False,25,25,25
train,238889$_$6,22,False,22,22,22
train,239235$_$11,18,False,18,18,18
train,239235$_$13,19,False,19,19,19
train,239235$_$1,13,False,13,13,13
train,239235$_$4,18,False,18,18,18
train,239235$_$8,10,False,10,10,9
train,239572$_$2,48,True,48,48,48
train,239572$_$4,5,False,5,5,5
train,23YlZoucbyM$_$4,30,False,30,30,30
train,240915$_$1,19,False,19,19,19
train,240915$_$2,27,False,27,27,27
train,240915$_$8,10,False,10,10,10
train,241164$_$10,34,False,34,34,34
train,241164$_$1,19,False,19,19,19
train,241164$_$0,19,False,19,19,19
train,241164$_$9,10,False,10,10,10
train,241172$_$3,42,False,42,42,42
train,241172$_$7,23,False,23,23,23
train,24202$_$10,21,False,21,21,21
train,24202$_$5,16,False,16,16,16
train,24202$_$4,8,False,8,8,8
train,24202$_$9,13,False,13,13,13
train,243338$_$20,16,False,16,16,16
train,243338$_$21,5,False,5,5,5
train,243338$_$22,48,True,48,48,25
train,243338$_$9,32,False,32,32,25
train,243341$_$23,12,False,12,12,12
train,243341$_$2,12,False,12,12,12
train,243341$_$7,13,False,13,13,13
train,243341$_$10,9,False,9,9,9
train,243341$_$14,23,False,23,23,9
train,244180$_$20,30,False,30,30,30
train,244180$_$4,11,False,11,11,11
train,244180$_$19,14,False,14,14,14
train,244180$_$18,5,False,5,5,5
train,244261$_$24,7,False,7,7,0
train,244261$_$20,22,False,22,22,7
train,244261$_$4,24,False,24,24,24
train,244261$_$7,14,False,14,14,14
train,244261$_$12,48,True,48,48,48
train,244261$_$14,19,False,19,19,19
train,244623$_$4,5,False,5,5,5
train,244623$_$9,4,False,4,4,4
train,244623$_$11,17,False,17,17,17
train,244623$_$17,33,False,33,33,33
train,244623$_$37,5,False,5,5,5
train,244817$_$2,15,False,15,15,15
train,244817$_$5,26,False,26,26,26
train,244817$_$9,32,False,32,32,32
train,245243$_$4,47,False,47,47,47
train,245276$_$2,9,False,9,9,9
train,245276$_$4,9,False,9,9,9
train,245276$_$7,16,False,16,16,6
train,245497$_$1,48,True,48,48,48
train,245497$_$2,30,False,30,30,30
train,245497$_$4,27,False,27,27,27
train,247382$_$1,17,False,17,17,0
train,247382$_$2,42,False,42,42,42
train,247382$_$6,21,False,21,21,21
train,247382$_$9,9,False,9,9,9
train,247382$_$11,33,False,33,33,33
train,247382$_$13,26,False,26,26,26
train,247382$_$14,23,False,23,23,23
train,248837$_$12,18,False,18,18,4
train,248837$_$6,8,False,8,8,0
train,24xayGF5yYA$_$24,46,False,46,46,41
train,24xayGF5yYA$_$26,26,False,26,26,26
train,24xayGF5yYA$_$3,6,False,6,6,6
train,24xayGF5yYA$_$2,22,False,22,22,12
train,24xayGF5yYA$_$10,27,False,27,27,27
train,24xayGF5yYA$_$15,13,False,13,13,13
train,24xayGF5yYA$_$16,31,False,31,31,29
train,250430$_$11,19,False,19,19,19
train,250430$_$10,11,False,11,11,11
train,250430$_$6,23,False,23,23,23
train,251417$_$1,7,False,7,7,7
train,251417$_$0,18,False,18,18,18
train,251646$_$13,22,False,22,22,22
train,251646$_$2,20,False,20,20,20
train,251646$_$4,10,False,10,10,10
train,251646$_$7,48,True,48,48,48
train,251826$_$6,13,False,13,13,13
train,251839$_$13,25,False,25,25,25
train,252177$_$2,9,False,9,9,9
train,252177$_$4,48,True,48,48,48
train,252177$_$9,9,False,9,9,9
train,25271$_$10,10,False,10,10,10
train,25271$_$0,36,False,36,36,35
train,254298$_$14,12,False,12,12,12
train,254298$_$0,3,False,3,3,0
train,254298$_$2,30,False,30,30,30
train,25522$_$0,11,False,11,11,11
train,25522$_$3,38,False,38,38,38
train,25522$_$5,38,False,38,38,38
train,255224$_$1,44,False,44,44,44
train,255224$_$5,23,False,23,23,23
train,255224$_$9,48,True,48,48,48
train,255224$_$8,17,False,17,17,17
train,255226$_$5,48,True,48,48,48
train,255226$_$8,29,False,29,29,29
train,255338$_$1,9,False,9,9,9
train,255338$_$2,6,False,6,6,6
train,255338$_$5,48,True,48,48,48
train,255338$_$7,18,False,18,18,18
train,255338$_$8,9,False,9,9,9
train,255343$_$0,22,False,22,22,22
train,255343$_$5,12,False,12,12,12
train,255343$_$8,12,False,12,12,12
train,255852$_$0,1,False,1,1,1
train,255852$_$6,21,False,21,21,21
train,255852$_$8,31,False,31,31,31
train,256174$_$6,17,False,17,17,17
train,256935$_$0,14,False,14,14,14
train,256935$_$4,25,False,25,25,25
train,256935$_$9,20,False,20,20,20
train,256935$_$10,18,False,18,18,18
train,256976$_$12,34,False,34,34,34
train,256976$_$2,23,False,23,23,15
train,256976$_$4,25,False,25,25,25
train,257045$_$11,14,False,14,14,14
train,257045$_$1,20,False,20,20,18
train,257531$_$15,25,False,25,25,25
train,257531$_$17,12,False,12,12,12
train,257531$_$1,12,False,12,12,12
train,257531$_$2,15,False,15,15,15
train,257771$_$15,12,False,12,12,12
train,257771$_$0,18,False,18,18,18
train,257771$_$3,18,False,18,18,18
train,257771$_$8,13,False,13,13,13
train,259260$_$26,13,False,13,13,13
train,259260$_$20,23,False,23,23,23
train,259260$_$22,4,False,4,4,4
train,259260$_$1,10,False,10,10,8
train,259260$_$37,13,False,13,13,13
train,25t8nrkUfRY$_$1,29,False,29,29,26
train,260011$_$20,11,False,11,11,10
train,260011$_$16,9,False,9,9,9
train,260011$_$0,5,False,5,5,5
train,260011$_$3,8,False,8,8,8
train,261267$_$11,24,False,24,24,24
train,261267$_$12,34,False,34,34,34
train,261267$_$15,29,False,29,29,29
train,261267$_$16,10,False,10,10,10
train,261267$_$19,17,False,17,17,17
train,261267$_$18,46,False,46,46,46
train,261267$_$2,4,False,4,4,4
train,261267$_$4,9,False,9,9,9
train,261267$_$8,12,False,12,12,12
train,261326$_$0,2,False,2,2,2
train,261326$_$3,48,True,48,48,48
train,261900$_$24,21,False,21,21,21
train,261900$_$27,25,False,25,25,25
train,261900$_$7,9,False,9,9,9
train,261900$_$9,11,False,11,11,11
train,261900$_$8,16,False,16,16,16
train,261900$_$30,12,False,12,12,12
train,261900$_$36,15,False,15,15,15
train,261900$_$34,8,False,8,8,8
train,261900$_$33,32,False,32,32,32
train,261902$_$0,4,False,4,4,4
train,261902$_$10,14,False,14,14,14
train,261902$_$15,35,False,35,35,35
train,261902$_$18,14,False,14,14,14
train,262165$_$22,7,False,7,7,3
train,262165$_$2,4,False,4,4,4
train,262165$_$4,48,True,48,48,42
train,262165$_$7,48,True,48,48,47
train,262165$_$6,31,False,31,31,30
train,262165$_$8,45,False,45,45,32
train,262165$_$13,14,False,14,14,5
train,262165$_$15,21,False,21,21,21
train,262165$_$17,12,False,12,12,8
train,262165$_$19,48,True,48,48,39
train,262165$_$18,17,False,17,17,17
train,264418$_$10,15,False,15,15,15
train,264418$_$13,6,False,6,6,6
train,264418$_$15,10,False,10,10,10
