version,split,id,video_id,clip_id,text_char_len,text_word_len,text_bert_valid_len,attention_mask_has_internal_zero,regression_label,classification_label,polarity_from_regression,polarity_from_classification,label_sources_agree,audio_valid_length,audio_inferred_length,audio_nonzero_steps,audio_internal_zero_steps,vision_valid_length,vision_inferred_length,vision_nonzero_steps,vision_internal_zero_steps,text_inferred_length,text_internal_zero_steps,audio_matches_bert_length,text_bert_starts_with_101
aligned,train,-wny0OAz3g8$_$5,-wny0OAz3g8,5,125,20,29,False,1.0,2,positive,positive,True,28,28,27,0,28,28,27,0,50,0,True,True
aligned,train,03X1FwF6udc$_$22,03X1FwF6udc,22,102,20,23,False,0.6666666865348816,2,positive,positive,True,22,22,21,0,22,22,21,0,50,0,True,True
aligned,train,07Z16yRBFUQ$_$5,07Z16yRBFUQ,5,194,33,41,False,0.0,1,neutral,neutral,True,40,40,39,0,40,40,39,0,50,0,True,True
aligned,train,0BVed2nBq1g$_$0,0BVed2nBq1g,0,37,8,10,False,0.0,1,neutral,neutral,True,9,9,8,0,9,9,8,0,50,0,True,True
aligned,train,0BVed2nBq1g$_$3,0BVed2nBq1g,3,50,10,13,False,-0.6666666865348816,0,negative,negative,True,12,12,11,0,12,12,11,0,50,0,True,True
aligned,train,0BVed2nBq1g$_$2,0BVed2nBq1g,2,118,23,28,False,-0.3333333432674408,0,negative,negative,True,27,27,26,0,27,27,26,0,50,0,True,True
aligned,train,0DBfvvIVmqY$_$13,0DBfvvIVmqY,13,39,8,10,False,0.3333333432674408,2,positive,positive,True,9,9,8,0,9,9,8,0,50,0,True,True
aligned,train,0DBfvvIVmqY$_$14,0DBfvvIVmqY,14,76,12,18,False,0.6666666865348816,2,positive,positive,True,17,17,16,0,17,17,16,0,50,0,True,True
aligned,train,0DBfvvIVmqY$_$4,0DBfvvIVmqY,4,37,9,11,False,0.3333333432674408,2,positive,positive,True,10,10,9,0,10,10,9,0,50,0,True,True
aligned,train,0DBfvvIVmqY$_$8,0DBfvvIVmqY,8,40,5,13,False,2.3333332538604736,2,positive,positive,True,12,12,11,0,12,12,11,0,50,0,True,True
aligned,train,0EphpADwdPg$_$6,0EphpADwdPg,6,63,13,16,False,0.6666666865348816,2,positive,positive,True,15,15,14,0,15,15,14,0,50,0,True,True
aligned,train,0FA32bEZ6xI$_$24,0FA32bEZ6xI,24,184,26,32,False,0.0,1,neutral,neutral,True,31,31,30,0,31,31,30,0,50,0,True,True
aligned,train,0FA32bEZ6xI$_$25,0FA32bEZ6xI,25,87,17,20,False,0.6666666865348816,2,positive,positive,True,19,19,18,0,19,19,18,0,50,0,True,True
aligned,train,0FA32bEZ6xI$_$28,0FA32bEZ6xI,28,60,10,20,False,0.0,1,neutral,neutral,True,19,19,18,0,19,19,18,0,50,0,True,True
aligned,train,0FA32bEZ6xI$_$3,0FA32bEZ6xI,3,64,12,14,False,0.0,1,neutral,neutral,True,13,13,12,0,13,13,12,0,50,0,True,True
aligned,train,0FA32bEZ6xI$_$6,0FA32bEZ6xI,6,73,11,14,False,0.0,1,neutral,neutral,True,13,13,12,0,13,13,12,0,50,0,True,True
aligned,train,0FA32bEZ6xI$_$15,0FA32bEZ6xI,15,198,30,37,False,0.0,1,neutral,neutral,True,36,36,35,0,36,36,35,0,50,0,True,True
aligned,train,0FA32bEZ6xI$_$14,0FA32bEZ6xI,14,47,9,13,False,0.3333333432674408,2,positive,positive,True,12,12,11,0,12,12,11,0,50,0,True,True
aligned,train,0FA32bEZ6xI$_$18,0FA32bEZ6xI,18,40,8,10,False,0.0,1,neutral,neutral,True,9,9,8,0,9,9,8,0,50,0,True,True
aligned,train,0JuRmhhgMw8$_$0,0JuRmhhgMw8,0,87,14,17,False,1.0,2,positive,positive,True,16,16,15,0,16,16,15,0,50,0,True,True
aligned,train,0OC3wf9x3zQ$_$7,0OC3wf9x3zQ,7,74,11,21,False,0.0,1,neutral,neutral,True,20,20,19,0,20,20,19,0,50,0,True,True
aligned,train,0OC3wf9x3zQ$_$6,0OC3wf9x3zQ,6,111,18,28,False,0.0,1,neutral,neutral,True,27,27,26,0,27,27,26,0,50,0,True,True
aligned,train,0OXeN3MhFeA$_$19,0OXeN3MhFeA,19,108,18,31,False,-0.3333333432674408,0,negative,negative,True,30,30,29,0,30,30,29,0,50,0,True,True
aligned,train,0OXeN3MhFeA$_$18,0OXeN3MhFeA,18,76,14,17,False,0.6666666865348816,2,positive,positive,True,16,16,15,0,16,16,15,0,50,0,True,True
aligned,train,0OXeN3MhFeA$_$15,0OXeN3MhFeA,15,63,13,22,False,0.6666666865348816,2,positive,positive,True,21,21,20,0,21,21,20,0,50,0,True,True
aligned,train,0Svu5BldR5A$_$0,0Svu5BldR5A,0,150,27,38,False,1.6666666269302368,2,positive,positive,True,37,37,36,0,37,37,36,0,50,0,True,True
aligned,train,0YdYFtVdlWE$_$7,0YdYFtVdlWE,7,15,4,6,False,0.0,1,neutral,neutral,True,5,5,4,0,5,5,4,0,50,0,True,True
aligned,train,0YdYFtVdlWE$_$6,0YdYFtVdlWE,6,49,9,12,False,-0.6666666865348816,0,negative,negative,True,11,11,10,0,11,11,10,0,50,0,True,True
aligned,train,0YdYFtVdlWE$_$8,0YdYFtVdlWE,8,67,14,16,False,-0.6666666865348816,0,negative,negative,True,15,15,14,0,15,15,14,0,50,0,True,True
aligned,train,0YdYFtVdlWE$_$10,0YdYFtVdlWE,10,61,13,21,False,-0.6666666865348816,0,negative,negative,True,20,20,19,0,20,20,19,0,50,0,True,True
aligned,train,0YdYFtVdlWE$_$15,0YdYFtVdlWE,15,143,29,39,False,0.0,1,neutral,neutral,True,38,38,37,0,38,38,34,3,50,0,True,True
aligned,train,0YdYFtVdlWE$_$14,0YdYFtVdlWE,14,64,15,17,False,2.0,2,positive,positive,True,16,16,15,0,16,16,15,0,50,0,True,True
aligned,train,0bsTzavb-AE$_$3,0bsTzavb-AE,3,85,15,17,False,0.3333333432674408,2,positive,positive,True,16,16,15,0,16,16,15,0,50,0,True,True
aligned,train,0hCOCt6fWas$_$15,0hCOCt6fWas,15,146,27,33,False,0.3333333432674408,2,positive,positive,True,32,32,31,0,32,32,31,0,50,0,True,True
aligned,train,0hCOCt6fWas$_$2,0hCOCt6fWas,2,147,26,35,False,0.0,1,neutral,neutral,True,34,34,33,0,34,34,33,0,50,0,True,True
aligned,train,0hCihQ5Kep0$_$3,0hCihQ5Kep0,3,119,19,21,False,1.6666666269302368,2,positive,positive,True,20,20,19,0,20,20,19,0,50,0,True,True
aligned,train,0hCihQ5Kep0$_$4,0hCihQ5Kep0,4,43,5,9,False,1.6666666269302368,2,positive,positive,True,8,8,7,0,8,8,7,0,50,0,True,True
aligned,train,0jtdrsmVzYQ$_$5,0jtdrsmVzYQ,5,113,20,27,False,0.0,1,neutral,neutral,True,26,26,25,0,26,26,25,0,50,0,True,True
aligned,train,0mXv97u2OCM$_$7,0mXv97u2OCM,7,86,15,20,False,0.0,1,neutral,neutral,True,19,19,18,0,19,19,18,0,50,0,True,True
aligned,train,0p9XKC_J3hU$_$2,0p9XKC_J3hU,2,123,24,31,False,0.3333333432674408,2,positive,positive,True,30,30,29,0,30,30,29,0,50,0,True,True
aligned,train,0rE8jEvQW_I$_$3,0rE8jEvQW_I,3,85,19,22,False,1.0,2,positive,positive,True,21,21,20,0,21,21,20,0,50,0,True,True
aligned,train,0rE8jEvQW_I$_$4,0rE8jEvQW_I,4,88,16,23,False,1.3333333730697632,2,positive,positive,True,22,22,21,0,22,22,21,0,50,0,True,True
aligned,train,0rE8jEvQW_I$_$9,0rE8jEvQW_I,9,26,6,8,False,2.3333332538604736,2,positive,positive,True,7,7,6,0,7,7,6,0,50,0,True,True
aligned,train,0tkWa2skSmA$_$8,0tkWa2skSmA,8,242,47,50,False,0.0,1,neutral,neutral,True,49,49,48,0,49,49,48,0,50,0,True,True
aligned,train,0tkWa2skSmA$_$6,0tkWa2skSmA,6,78,13,19,False,0.0,1,neutral,neutral,True,18,18,17,0,18,18,17,0,50,0,True,True
aligned,train,100499$_$5,100499,5,346,70,50,False,-1.3333333730697632,0,negative,negative,True,49,49,48,0,49,49,48,0,50,0,True,True
aligned,train,100499$_$4,100499,4,85,16,20,False,0.0,1,neutral,neutral,True,19,19,18,0,19,19,18,0,50,0,True,True
aligned,train,101851$_$13,101851,13,68,13,19,False,0.6666666865348816,2,positive,positive,True,18,18,17,0,18,18,17,0,50,0,True,True
aligned,train,101851$_$14,101851,14,21,5,10,False,1.0,2,positive,positive,True,9,9,8,0,9,9,1,7,50,0,True,True
aligned,train,101851$_$16,101851,16,59,10,20,False,-1.0,0,negative,negative,True,19,19,18,0,19,19,18,0,50,0,True,True
aligned,train,101851$_$0,101851,0,74,15,22,False,0.0,1,neutral,neutral,True,21,21,20,0,16,16,15,0,50,0,True,True
aligned,train,102184$_$12,102184,12,162,33,48,False,-1.3333333730697632,0,negative,negative,True,47,47,46,0,47,47,46,0,50,0,True,True
aligned,train,102184$_$1,102184,1,83,18,21,False,0.6666666865348816,2,positive,positive,True,20,20,19,0,20,20,19,0,50,0,True,True
aligned,train,102184$_$3,102184,3,129,23,31,False,1.0,2,positive,positive,True,30,30,29,0,30,30,29,0,50,0,True,True
aligned,train,102184$_$7,102184,7,57,11,16,False,-1.6666666269302368,0,negative,negative,True,15,15,14,0,15,15,14,0,50,0,True,True
aligned,train,10223$_$1,10223,1,71,13,18,False,-1.0,0,negative,negative,True,17,17,16,0,17,17,16,0,50,0,True,True
aligned,train,10223$_$9,10223,9,53,12,19,False,0.6666666865348816,2,positive,positive,True,18,18,17,0,18,18,17,0,50,0,True,True
aligned,train,106077$_$1,106077,1,63,12,14,False,0.3333333432674408,2,positive,positive,True,13,13,12,0,13,13,12,0,50,0,True,True
aligned,train,106077$_$2,106077,2,99,18,20,False,0.0,1,neutral,neutral,True,19,19,18,0,19,19,18,0,50,0,True,True
aligned,train,106077$_$7,106077,7,44,7,13,False,-1.0,0,negative,negative,True,12,12,11,0,12,12,11,0,50,0,True,True
aligned,train,106514$_$10,106514,10,113,21,27,False,-1.0,0,negative,negative,True,26,26,25,0,26,26,25,0,50,0,True,True
aligned,train,106514$_$2,106514,2,76,15,22,False,1.3333333730697632,2,positive,positive,True,21,21,20,0,21,21,20,0,50,0,True,True
aligned,train,106514$_$9,106514,9,26,4,6,False,-0.3333333432674408,0,negative,negative,True,5,5,4,0,5,5,4,0,50,0,True,True
aligned,train,106941$_$10,106941,10,129,26,32,False,-2.0,0,negative,negative,True,31,31,30,0,31,31,30,0,50,0,True,True
aligned,train,106941$_$12,106941,12,109,21,28,False,-1.6666666269302368,0,negative,negative,True,27,27,26,0,27,27,26,0,50,0,True,True
aligned,train,106941$_$3,106941,3,116,23,31,False,-0.3333333432674408,0,negative,negative,True,30,30,29,0,30,30,29,0,50,0,True,True
aligned,train,106941$_$2,106941,2,39,5,13,False,-0.6666666865348816,0,negative,negative,True,12,12,11,0,12,12,11,0,50,0,True,True
aligned,train,106941$_$7,106941,7,35,6,13,False,-1.6666666269302368,0,negative,negative,True,12,12,11,0,12,12,11,0,50,0,True,True
aligned,train,106941$_$9,106941,9,51,6,11,False,-0.6666666865348816,0,negative,negative,True,10,10,9,0,10,10,9,0,50,0,True,True
aligned,train,106941$_$8,106941,8,61,11,14,False,-1.6666666269302368,0,negative,negative,True,13,13,12,0,13,13,12,0,50,0,True,True
aligned,train,107551$_$1,107551,1,118,24,29,False,0.3333333432674408,2,positive,positive,True,28,28,27,0,28,28,27,0,50,0,True,True
aligned,train,107551$_$3,107551,3,47,9,14,False,-1.3333333730697632,0,negative,negative,True,13,13,12,0,13,13,12,0,50,0,True,True
aligned,train,107551$_$5,107551,5,263,54,50,False,-2.3333332538604736,0,negative,negative,True,49,49,48,0,49,49,48,0,50,0,True,True
aligned,train,107551$_$6,107551,6,37,7,11,False,0.0,1,neutral,neutral,True,10,10,9,0,10,10,9,0,50,0,True,True
aligned,train,108793$_$10,108793,10,87,17,30,False,-1.6666666269302368,0,negative,negative,True,29,29,28,0,29,29,28,0,50,0,True,True
aligned,train,108793$_$17,108793,17,61,15,23,False,-1.3333333730697632,0,negative,negative,True,22,22,21,0,22,22,10,11,50,0,True,True
aligned,train,108793$_$1,108793,1,55,11,17,False,1.3333333730697632,2,positive,positive,True,16,16,15,0,16,16,15,0,50,0,True,True
aligned,train,108793$_$0,108793,0,14,3,5,False,0.0,1,neutral,neutral,True,4,4,3,0,4,4,3,0,50,0,True,True
aligned,train,108793$_$8,108793,8,43,10,14,False,0.6666666865348816,2,positive,positive,True,13,13,12,0,13,13,12,0,50,0,True,True
aligned,train,110203$_$2,110203,2,265,47,50,False,0.0,1,neutral,neutral,True,49,49,48,0,37,37,17,19,50,0,True,True
aligned,train,110203$_$7,110203,7,59,11,15,False,-1.3333333730697632,0,negative,negative,True,14,14,13,0,14,14,3,10,50,0,True,True
aligned,train,110754$_$3,110754,3,104,20,25,False,0.0,1,neutral,neutral,True,24,24,23,0,21,21,20,0,50,0,True,True
aligned,train,110754$_$2,110754,2,105,19,25,False,0.0,1,neutral,neutral,True,24,24,23,0,24,24,14,9,50,0,True,True
aligned,train,110766$_$8,110766,8,29,5,9,False,-1.0,0,negative,negative,True,8,8,7,0,8,8,7,0,50,0,True,True
aligned,train,110788$_$0,110788,0,67,13,15,False,0.0,1,neutral,neutral,True,14,14,13,0,14,14,13,0,50,0,True,True
aligned,train,110788$_$5,110788,5,48,9,17,False,0.0,1,neutral,neutral,True,16,16,15,0,16,16,15,0,50,0,True,True
aligned,train,112148$_$12,112148,12,54,13,18,False,1.0,2,positive,positive,True,17,17,16,0,17,17,16,0,50,0,True,True
aligned,train,112148$_$5,112148,5,34,7,13,False,-0.6666666865348816,0,negative,negative,True,12,12,11,0,12,12,11,0,50,0,True,True
aligned,train,112148$_$4,112148,4,34,5,13,False,-0.6666666865348816,0,negative,negative,True,12,12,11,0,12,12,11,0,50,0,True,True
aligned,train,112148$_$7,112148,7,63,12,21,False,-1.6666666269302368,0,negative,negative,True,20,20,19,0,20,20,19,0,50,0,True,True
aligned,train,112169$_$7,112169,7,28,6,10,False,-0.3333333432674408,0,negative,negative,True,9,9,8,0,9,9,8,0,50,0,True,True
aligned,train,112604$_$1,112604,1,394,75,50,False,0.6666666865348816,2,positive,positive,True,49,49,48,0,49,49,48,0,50,0,True,True
aligned,train,112631$_$1,112631,1,256,47,50,False,0.0,1,neutral,neutral,True,49,49,48,0,49,49,48,0,50,0,True,True
aligned,train,112631$_$6,112631,6,86,18,22,False,-0.6666666865348816,0,negative,negative,True,21,21,20,0,21,21,20,0,50,0,True,True
aligned,train,112903$_$0,112903,0,137,23,32,False,0.3333333432674408,2,positive,positive,True,31,31,30,0,31,31,30,0,50,0,True,True
aligned,train,112903$_$3,112903,3,120,22,29,False,-0.3333333432674408,0,negative,negative,True,28,28,27,0,28,28,27,0,50,0,True,True
aligned,train,112903$_$6,112903,6,218,41,50,False,-2.6666667461395264,0,negative,negative,True,49,49,48,0,49,49,48,0,50,0,True,True
aligned,train,113265$_$3,113265,3,60,14,20,False,-2.0,0,negative,negative,True,19,19,18,0,19,19,18,0,50,0,True,True
aligned,train,113265$_$4,113265,4,135,29,35,False,-2.0,0,negative,negative,True,34,34,33,0,34,34,33,0,50,0,True,True
aligned,train,114624$_$11,114624,11,19,3,7,False,-1.0,0,negative,negative,True,6,6,5,0,6,6,5,0,50,0,True,True
aligned,train,114624$_$6,114624,6,60,12,20,False,-1.6666666269302368,0,negative,negative,True,19,19,18,0,19,19,18,0,50,0,True,True
aligned,train,114624$_$8,114624,8,36,6,11,False,0.0,1,neutral,neutral,True,10,10,9,0,10,10,9,0,50,0,True,True
aligned,train,11650$_$0,11650,0,12,3,6,False,0.3333333432674408,2,positive,positive,True,5,5,4,0,5,5,4,0,50,0,True,True
aligned,train,11650$_$3,11650,3,100,20,27,False,0.0,1,neutral,neutral,True,26,26,25,0,26,26,25,0,50,0,True,True
aligned,train,11650$_$4,11650,4,147,26,35,False,-0.3333333432674408,0,negative,negative,True,34,34,33,0,34,34,33,0,50,0,True,True
aligned,train,11650$_$13,11650,13,39,8,12,False,-1.0,0,negative,negative,True,11,11,10,0,11,11,10,0,50,0,True,True
aligned,train,11650$_$18,11650,18,94,18,24,False,-2.3333332538604736,0,negative,negative,True,23,23,22,0,23,23,22,0,50,0,True,True
aligned,train,119348$_$11,119348,11,87,17,22,False,-1.3333333730697632,0,negative,negative,True,21,21,20,0,21,21,20,0,50,0,True,True
aligned,train,119348$_$3,119348,3,99,20,26,False,1.0,2,positive,positive,True,25,25,24,0,25,25,24,0,50,0,True,True
aligned,train,119348$_$2,119348,2,66,13,22,False,0.0,1,neutral,neutral,True,21,21,20,0,21,21,8,12,50,0,True,True
aligned,train,120vnZnmhq4$_$2,120vnZnmhq4,2,113,24,31,False,1.6666666269302368,2,positive,positive,True,30,30,29,0,30,30,29,0,50,0,True,True
aligned,train,121358$_$1,121358,1,32,6,10,False,0.3333333432674408,2,positive,positive,True,9,9,8,0,9,9,8,0,50,0,True,True
aligned,train,121358$_$4,121358,4,31,5,7,False,1.0,2,positive,positive,True,6,6,5,0,6,6,5,0,50,0,True,True
aligned,train,121358$_$10,121358,10,71,13,16,False,0.3333333432674408,2,positive,positive,True,15,15,14,0,15,15,14,0,50,0,True,True
aligned,train,121358$_$13,121358,13,22,5,9,False,0.6666666865348816,2,positive,positive,True,8,8,7,0,8,8,7,0,50,0,True,True
aligned,train,121358$_$15,121358,15,56,10,20,False,0.0,1,neutral,neutral,True,19,19,18,0,19,19,18,0,50,0,True,True
aligned,train,121358$_$14,121358,14,81,14,20,False,-0.6666666865348816,0,negative,negative,True,19,19,18,0,19,19,18,0,50,0,True,True
aligned,train,122439$_$4,122439,4,116,22,29,False,0.0,1,neutral,neutral,True,28,28,27,0,28,28,27,0,50,0,True,True
aligned,train,122602$_$12,122602,12,155,27,35,False,-1.0,0,negative,negative,True,34,34,33,0,34,34,33,0,50,0,True,True
aligned,train,122602$_$15,122602,15,59,12,14,False,-1.3333333730697632,0,negative,negative,True,13,13,12,0,13,13,12,0,50,0,True,True
aligned,train,122602$_$0,122602,0,71,12,16,False,0.0,1,neutral,neutral,True,15,15,14,0,15,15,14,0,50,0,True,True
aligned,train,122602$_$4,122602,4,36,7,11,False,-1.3333333730697632,0,negative,negative,True,10,10,9,0,10,10,9,0,50,0,True,True
aligned,train,122842$_$1,122842,1,47,10,12,False,3.0,2,positive,positive,True,11,11,10,0,0,0,0,0,50,0,True,True
aligned,train,122842$_$6,122842,6,104,21,30,False,0.0,1,neutral,neutral,True,29,29,28,0,29,29,28,0,50,0,True,True
aligned,train,125730$_$12,125730,12,112,20,24,False,-1.0,0,negative,negative,True,23,23,22,0,23,23,22,0,50,0,True,True
aligned,train,125730$_$1,125730,1,106,21,26,False,1.6666666269302368,2,positive,positive,True,25,25,24,0,25,25,24,0,50,0,True,True
aligned,train,125730$_$0,125730,0,100,19,30,False,0.0,1,neutral,neutral,True,29,29,28,0,29,29,28,0,50,0,True,True
aligned,train,125730$_$2,125730,2,35,7,9,False,2.3333332538604736,2,positive,positive,True,8,8,7,0,8,8,7,0,50,0,True,True
aligned,train,125730$_$8,125730,8,78,17,20,False,-0.3333333432674408,0,negative,negative,True,19,19,18,0,19,19,18,0,50,0,True,True
aligned,train,125845$_$1,125845,1,161,31,45,False,0.6666666865348816,2,positive,positive,True,44,44,43,0,44,44,43,0,50,0,True,True
aligned,train,125845$_$3,125845,3,153,30,43,False,1.6666666269302368,2,positive,positive,True,42,42,41,0,42,42,41,0,50,0,True,True
aligned,train,125845$_$5,125845,5,171,31,40,False,1.3333333730697632,2,positive,positive,True,39,39,38,0,39,39,38,0,50,0,True,True
aligned,train,126542$_$11,126542,11,120,23,33,False,-1.6666666269302368,0,negative,negative,True,32,32,31,0,32,32,31,0,50,0,True,True
aligned,train,126542$_$12,126542,12,18,4,6,False,-1.3333333730697632,0,negative,negative,True,5,5,4,0,5,5,4,0,50,0,True,True
aligned,train,126542$_$17,126542,17,50,8,15,False,-2.0,0,negative,negative,True,14,14,13,0,14,14,13,0,50,0,True,True
aligned,train,126542$_$16,126542,16,68,10,21,False,-1.3333333730697632,0,negative,negative,True,20,20,19,0,20,20,19,0,50,0,True,True
aligned,train,126542$_$3,126542,3,31,6,12,False,0.0,1,neutral,neutral,True,11,11,10,0,11,11,10,0,50,0,True,True
aligned,train,126831$_$10,126831,10,106,20,28,False,-2.3333332538604736,0,negative,negative,True,27,27,26,0,27,27,26,0,50,0,True,True
aligned,train,126831$_$3,126831,3,93,19,27,False,-1.6666666269302368,0,negative,negative,True,26,26,25,0,26,26,25,0,50,0,True,True
aligned,train,127470$_$5,127470,5,41,8,12,False,-0.3333333432674408,0,negative,negative,True,11,11,10,0,11,11,10,0,50,0,True,True
aligned,train,127470$_$6,127470,6,48,10,18,False,-1.6666666269302368,0,negative,negative,True,17,17,16,0,17,17,16,0,50,0,True,True
aligned,train,127539$_$5,127539,5,49,8,15,False,0.0,1,neutral,neutral,True,14,14,13,0,14,14,13,0,50,0,True,True
aligned,train,127539$_$7,127539,7,117,19,37,False,-2.0,0,negative,negative,True,36,36,35,0,36,36,35,0,50,0,True,True
aligned,train,127539$_$6,127539,6,119,20,33,False,-0.6666666865348816,0,negative,negative,True,32,32,31,0,32,32,31,0,50,0,True,True
aligned,train,127539$_$9,127539,9,48,10,19,False,-1.0,0,negative,negative,True,18,18,17,0,18,18,17,0,50,0,True,True
aligned,train,127539$_$8,127539,8,169,34,45,False,-1.3333333730697632,0,negative,negative,True,44,44,43,0,44,44,43,0,50,0,True,True
aligned,train,12812$_$3,12812,3,231,40,50,False,1.6666666269302368,2,positive,positive,True,49,49,48,0,49,49,48,0,50,0,True,True
aligned,train,12812$_$6,12812,6,174,32,47,False,2.3333332538604736,2,positive,positive,True,46,46,45,0,46,46,45,0,50,0,True,True
aligned,train,128258$_$13,128258,13,149,32,38,False,-1.0,0,negative,negative,True,37,37,36,0,37,37,36,0,50,0,True,True
aligned,train,128258$_$1,128258,1,127,25,29,False,-1.3333333730697632,0,negative,negative,True,28,28,27,0,28,28,27,0,50,0,True,True
aligned,train,128752$_$15,128752,15,77,14,24,False,-1.0,0,negative,negative,True,23,23,22,0,23,23,22,0,50,0,True,True
aligned,train,128752$_$16,128752,16,35,6,10,False,-2.0,0,negative,negative,True,9,9,8,0,9,9,8,0,50,0,True,True
aligned,train,128752$_$3,128752,3,78,14,29,False,0.0,1,neutral,neutral,True,28,28,27,0,28,28,27,0,50,0,True,True
aligned,train,128752$_$7,128752,7,69,15,24,False,0.0,1,neutral,neutral,True,23,23,22,0,23,23,22,0,50,0,True,True
aligned,train,128752$_$9,128752,9,95,17,25,False,-0.3333333432674408,0,negative,negative,True,24,24,23,0,24,24,23,0,50,0,True,True
aligned,train,128949$_$2,128949,2,133,27,34,False,0.0,1,neutral,neutral,True,33,33,32,0,33,33,32,0,50,0,True,True
aligned,train,129733$_$7,129733,7,143,28,38,False,0.0,1,neutral,neutral,True,37,37,36,0,37,37,36,0,50,0,True,True
aligned,train,130149$_$3,130149,3,40,9,15,False,0.0,1,neutral,neutral,True,14,14,13,0,14,14,13,0,50,0,True,True
aligned,train,130149$_$6,130149,6,68,14,25,False,-1.6666666269302368,0,negative,negative,True,24,24,23,0,24,24,23,0,50,0,True,True
aligned,train,130426$_$0,130426,0,131,20,30,False,-2.0,0,negative,negative,True,29,29,28,0,29,29,28,0,50,0,True,True
aligned,train,130426$_$6,130426,6,115,22,33,False,-2.0,0,negative,negative,True,32,32,31,0,32,32,31,0,50,0,True,True
