version,split,id,video_id,clip_id,raw_text,text_char_len,text_word_len
unaligned,train,0hCOCt6fWas$_$2,0hCOCt6fWas,2,"If you are willing to have a mosaic countertop, with fitted seams or pieces held together with grout and glue, you could have a granite countertop.",147,26
unaligned,train,0hCihQ5Kep0$_$3,0hCihQ5Kep0,3,the other center was great however this Center allows more space and more equipment to provide for specialized services,119,19
unaligned,train,0hCihQ5Kep0$_$4,0hCihQ5Kep0,4,I absolutely love speech-language pathology,43,5
unaligned,train,0jtdrsmVzYQ$_$5,0jtdrsmVzYQ,5,"If you're eating too large of amounts, it will slow the process of digestion and maybe causing your stomach pain.",113,20
unaligned,train,0mXv97u2OCM$_$7,0mXv97u2OCM,7,They're going to actively seek out and look for brands that deliver on their promises.,86,15
unaligned,train,0p9XKC_J3hU$_$2,0p9XKC_J3hU,2,"So they may be doing it on a connected TV, that’s one type of viewing experience, versus on a laptop versus a mobile phone.",123,24
unaligned,train,0rE8jEvQW_I$_$3,0rE8jEvQW_I,3,Tickets are going to be just $1 and we are going on that Friday lunch and at the door,85,19
unaligned,train,0rE8jEvQW_I$_$4,0rE8jEvQW_I,4,"Now remember, we will be selling donuts on Friday in the morning as well as Frappuchinos",88,16
unaligned,train,0rE8jEvQW_I$_$9,0rE8jEvQW_I,9,Pay it as soon as possible,26,6
unaligned,train,0tkWa2skSmA$_$8,0tkWa2skSmA,8,"So to recap, its a defense mechanism that your brain tells your body to produce to help expel certain products inside your lungs or inside your throat so you can get rid of them faster and to help speed you on to a more healthier, happy self.",242,47
unaligned,train,0tkWa2skSmA$_$6,0tkWa2skSmA,6,Also you'll find that mucous production increases when you have a sore throat.,78,13
unaligned,train,100499$_$5,100499,5,"He starts acting like a dog and it's just like, what? What are you doing? It's just really cheesy but, kids, you know, laugh over it and think it's really funny but, you know as an adult, it'd probably put you to sleep so if you are looking on to stay up with your kids like, don't run it because or don't buy it because it's much like dogs laugh",346,70
unaligned,train,100499$_$4,100499,4,(umm) Like Tim Allen turns into this shaggy dog like he literally turns into this dog,85,16
unaligned,train,101851$_$13,101851,13,"But the, (stutter) but you know they did pretty good on the graphics",68,13
unaligned,train,101851$_$14,101851,14,(umm) The CG is great,21,5
unaligned,train,101851$_$16,101851,16,"Because this it's just, it's (stutter) almost just too much",59,10
unaligned,train,101851$_$0,101851,0,I'm going to do a movie review on Pirates of the Caribbean: At World's End,74,15
unaligned,train,102184$_$12,102184,12,"Even the action sequences aren't as good as (uhh) the first and the second one so I gotta say it purp (stutter), I will, don't know if I say it ruined the trilogy",162,33
unaligned,train,102184$_$1,102184,1,"And you know I was pretty, I was looking forward to this movie you know quite a bit",83,18
unaligned,train,102184$_$3,102184,3,"I mean they always had good villains with like Alfred Molina playing (umm) Doctor Octopus and, you know, (umm) that kind of thing",129,23
unaligned,train,102184$_$7,102184,7,I just really left the theater feeling just kind of (uhh),57,11
unaligned,train,10223$_$1,10223,1,This is the fourth DVD in the series i'm xxx but completely unnecessary,71,13
unaligned,train,10223$_$9,10223,9,It's (uhh) you know just get three then go on to five,53,12
unaligned,train,106077$_$1,106077,1,Tom Cruise is in this movie with Penelope Cruz and Cameron Diaz,63,12
unaligned,train,106077$_$2,106077,2,The movies is rated R for sexuality and strong language and is brought to you by Paramount pictures,99,18
unaligned,train,106077$_$7,106077,7,There are finales that aren't really finales,44,7
unaligned,train,106514$_$10,106514,10,"Like he used to be at least an interesting director what what (stutter) with like you know, the Evil Dead trilogy",113,21
unaligned,train,106514$_$2,106514,2,"Let's see the first Spider-Man film was pretty good, half of it was at least",76,15
unaligned,train,106514$_$9,106514,9,I guess something happened,26,4
unaligned,train,106941$_$10,106941,10,"It was worse, but at the same time it was very forced, almost pornographic is a term that's thrown around a lot that I agree with",129,26
unaligned,train,106941$_$12,106941,12,And (uhh) I didn't care about any of the characters in this film unlike the protagonist from the first one so,109,21
unaligned,train,106941$_$3,106941,3,"Hostel was, it wasn't scary, but it was gruesome and kind of had some dark humor to it and a fairly interesting plot",116,23
unaligned,train,106941$_$2,106941,2,"Surely, surely (stutter) wasn't hostile",39,5
unaligned,train,106941$_$7,106941,7,It It's (stutter) been done already,35,6
unaligned,train,106941$_$9,106941,9,"Not exponentially no, probably geometrically though",51,6
unaligned,train,106941$_$8,106941,8,The violence in this film was exponentially worse I would say,61,11
unaligned,train,107551$_$1,107551,1,I got this movie because (uhh) I like horror movies every now and then and it says from the writer and director of Saw,118,24
unaligned,train,107551$_$3,107551,3,(uhh) but I was very disappointed by this movie,47,9
unaligned,train,107551$_$5,107551,5,"I mean I understand in movies that you have to suspend, you know disbelief for the sake of the story but when it, when it (stutter) there is nothing on it to hold on to, then it kind of truth or reality then it kind of just becomes nothing you know, waste of time",263,54
unaligned,train,107551$_$6,107551,6,That's kind of what this movie became,37,7
unaligned,train,108793$_$10,108793,10,"And (umm) I didn't enjoy the movie, I I (stutter) really didn't, and I really wanted to",87,17
unaligned,train,108793$_$17,108793,17,And (umm) I'll say on a scale of one to ten it's maybe a four,61,15
unaligned,train,108793$_$1,108793,1,"I was, I was (stutter) really excited to see this movie",55,11
unaligned,train,108793$_$0,108793,0,License to Wed,14,3
unaligned,train,108793$_$8,108793,8,And (umm) they have three weeks to do it in,43,10
unaligned,train,110203$_$2,110203,2,"Basic premise of the movie, this couple gets engaged, wants to go and get married at horrible church but the new standards there require that the priest approve the wedding beforehand and the priest makes them go through all kinds of crazy stuff to get his approval",265,47
unaligned,train,110203$_$7,110203,7,"So, License to Wed starring Robin Williams, one out of five",59,11
unaligned,train,110754$_$3,110754,3,"Basically he is a coach of a basketball team and there's all these kids that are like, troubled you know",104,20
unaligned,train,110754$_$2,110754,2,"As you can see there he's the little dude holding, well, kicking the basketball or whatever you wanna say",105,19
unaligned,train,110766$_$8,110766,8,It's completely a chick flick,29,5
unaligned,train,110788$_$0,110788,0,This is Dustin with a video review of the DVD called Legally Blonde,67,13
unaligned,train,110788$_$5,110788,5,(umm) They say two thumbs up (umm) they're lying,48,9
unaligned,train,112148$_$12,112148,12,"But (umm) if you have a chance to see it, check it out",54,13
unaligned,train,112148$_$5,112148,5,I wouldn't say it's the best movie,34,7
unaligned,train,112148$_$4,112148,4,(umm) Basically it's very gruesome,34,5
unaligned,train,112148$_$7,112148,7,But (uhh) I'd actually think that it's worse than the first one,63,12
unaligned,train,112169$_$7,112169,7,(umm) He plays a lesser role,28,6
unaligned,train,112604$_$1,112604,1,"And it's about a modern day (uhh) Noah's Ark story and as as (stutter) and as you can imagine there's if you try to put the Noah's Ark story in modern times, there's gonna be some wacky hijinks that follow and obviously there are as (uhh) Steve Carrell becomes (uhh) Noah both in physical appearance and in his (uhh) duty to (uhh) build a huge ark in the middle of a populated American town, so",394,75
unaligned,train,112631$_$1,112631,1,"It's about a young couple who are getting ready to wed but before they are allowed to do so in the church (uhh) the priest, played by Robin Williams, requires that they go through his (uhh) training classes for (uhh) to make sure they're ready for marriage",256,47
unaligned,train,112631$_$6,112631,6,I'm no you know fan of her acting or anything so I was kind of indifferent towards her,86,18
unaligned,train,112903$_$0,112903,0,"Hello, (umm) Sarah here talking about Spider-Man Three, one of the first of several extensions of trilogies or other series of the summer",137,23
unaligned,train,112903$_$3,112903,3,"It was satisfying in the laziest way, it was (umm) just basically the minimum that you might expect from an action movie",120,22
unaligned,train,112903$_$6,112903,6,"And (umm) I think that's pretty pathetic, I mean maybe it's just trying, I mean it says that more and more people are going to the movies and less and less people actually care about what they're watching and taking in",218,41
unaligned,train,113265$_$3,113265,3,"(uhh) First of all it was way too long, two and a half hours",60,14
unaligned,train,113265$_$4,113265,4,"It was just boring and there's too much story to it, not enough action, like I would get up and leave just cause it was so bad and yeah",135,29
unaligned,train,114624$_$11,114624,11,(umm) Not impressed,19,3
unaligned,train,114624$_$6,114624,6,It's an English movie (umm) Don't really get the humor in it,60,12
unaligned,train,114624$_$8,114624,8,(umm) This is the widescreen version,36,6
unaligned,train,11650$_$0,11650,0,"Hey, you all",12,3
unaligned,train,11650$_$3,11650,3,"Now (umm) I don't know about you all, but I have seen tons and tons of advertisements for this movie",100,20
unaligned,train,11650$_$4,11650,4,"And when I saw the advertisements, it looked like a really action-packed kind of (uhh) suspenseful movie that I thought I was really going to enjoy",147,26
unaligned,train,11650$_$13,11650,13,I didn't really care for the main actor,39,8
unaligned,train,11650$_$18,11650,18,"I kind of wish I wouldn't have seen it, because the previews were better than the actual movie",94,18
unaligned,train,119348$_$11,119348,11,"And this is like four seasons or something of that, every episode and it's just no good",87,17
unaligned,train,119348$_$3,119348,3,"And the plot of this delightful little anime is that, oh I watched this, it's just been a few years",99,20
unaligned,train,119348$_$2,119348,2,"You just, you just (stutter) had Anma One Half, now you have Ranma",66,13
unaligned,train,120vnZnmhq4$_$2,120vnZnmhq4,2,"My last video blog I said, ""Here are three things you can do as an individual"", and I got one more for you today.",113,24
unaligned,train,121358$_$1,121358,1,Today I'm reviewing the DVD Dune,32,6
unaligned,train,121358$_$4,121358,4,A movie beyond your imagination,31,5
unaligned,train,121358$_$10,121358,10,"It is Frank Herbert, classic science fiction epic was made into a movie",71,13
unaligned,train,121358$_$13,121358,13,So you're out in space,22,5
unaligned,train,121358$_$15,121358,15,(uhh) and (uhh) Paul is the messianic rise to leadership,56,10
unaligned,train,121358$_$14,121358,14,It starts off being narrated by one of the (stutter) space princesses or whatever,81,14
unaligned,train,122439$_$4,122439,4,"Along the way, before he before he (stutter) leaves town, this surf guy comes into his town and gives him a necklace",116,22
unaligned,train,122602$_$12,122602,12,"Especially since (umm) they introduced Venom in it which had so many possibilities for it to be (umm) you know, another dark film, another more mature film",155,27
unaligned,train,122602$_$15,122602,15,And they turn the movie just into just basically a big joke,59,12
unaligned,train,122602$_$0,122602,0,This review is for a film currently in theaters called Spider-Man three,71,12
unaligned,train,122602$_$4,122602,4,Actually I didn't like the first one,36,7
unaligned,train,122842$_$1,122842,1,This is my favorite of all the Star Wars movies,47,10
unaligned,train,122842$_$6,122842,6,Vader traps his friends and and (stutter) lures him into a trap (umm) to try and take him to the emperor,104,21
unaligned,train,125730$_$12,125730,12,"They had some helicopters and some freeway scenes that were just, you know, a little bit outrageous at one point",112,20
unaligned,train,125730$_$1,125730,1,"This is an action adventure thriller that was just, I mean there's no way you could be bored in this movie",106,21
unaligned,train,125730$_$0,125730,0,"Hi, today I'm gonna (stutter) review the movie I recently saw in theater, it's Live Free or Die Hard",100,19
unaligned,train,125730$_$2,125730,2,I thought it was an excellent movie,35,7
unaligned,train,125730$_$8,125730,8,"He plays the Mac and I kept thinking the whole movie you know, who is this guy",78,17
unaligned,train,125845$_$1,125845,1,(umm) This movie was put out in two-thousand-three and it was given to (umm) to me as a gift but but (stutter) you can purchase it at Walmart for fifteen dollars,161,31
unaligned,train,125845$_$3,125845,3,"(umm) Steve Martin (uhh) and Bonny Hunt do a great a job acting, Steve Martin is hilarious as ever (umm) but it wasn't the best family movie in the world",153,30
unaligned,train,125845$_$5,125845,5,"(umm) But (stutter) all the kids in the movie are great actors and great actresses, they really have a good cast, just think the writing could have been a little different",171,31
unaligned,train,126542$_$11,126542,11,(umm) I I (stutter) Yeah this is one of those movies where definitely video games should not be made in the (uhh) movies,120,23
unaligned,train,126542$_$12,126542,12,Too hard to follow,18,4
unaligned,train,126542$_$17,126542,17,(stutter) I probably wouldn't even rent this movie,50,8
unaligned,train,126542$_$16,126542,16,"They're semi decent, but still (umm) nothing, nothing (stutter) good",68,10
unaligned,train,126542$_$3,126542,3,(umm) It's a martial arts movie,31,6
unaligned,train,126831$_$10,126831,10,(umm) But even if you're by yourself or with some friends or with anybody you probably still won't like it,106,20
unaligned,train,126831$_$3,126831,3,"(umm) Not much to say about this movie, it had had (stutter) a pretty weak story line I think",93,19
unaligned,train,127470$_$5,127470,5,This one also doesn't really make the cut,41,8
unaligned,train,127470$_$6,127470,6,(umm) It's just a lot of (umm) crude crude humor,48,10
unaligned,train,127539$_$5,127539,5,(umm) Like whole black college (uhh) band battles,49,8
unaligned,train,127539$_$7,127539,7,"The (uhh) the dialog isn't that great, the (uhh) storyline is is (stutter) pretty predictable, pretty cheesy you know",117,19
unaligned,train,127539$_$6,127539,6,"(uhh) But I mean, really the movie's only good for those scenes where they're actually doing their (uhh) their battling",119,20
unaligned,train,127539$_$9,127539,9,"So all in all, don't get this (uhh) Drumline DVD",48,10
unaligned,train,127539$_$8,127539,8,"(uhh) So I mean I wouldn't suggest this unless you were just watching it just to watch the (uhh) the bands, but I mean you can do that any you know college football game",169,34
unaligned,train,12812$_$3,12812,3,"There is a very exciting scene where they're all driving Minis, Mini Coopers, and there's a bunch of stuff in it and they're going through all these little alleyways and down stairs, places Minis wouldn't drive and it's really cool",231,40
unaligned,train,12812$_$6,12812,6,(umm) {clears throat} I think there's been great reviews (stutter) about this movie and it's very (umm) fun to watch with friends and I have always had a fun time watching it,174,32
unaligned,train,128258$_$13,128258,13,(umm) But I would say if you've seen the first two movies already you might as well give it a watch just to finish up the trilogy and be done with it,149,32
unaligned,train,128258$_$1,128258,1,"This is the third chapter, third and final chapter, in the Matrix trilogy and I would say by far my least favorite of the three",127,25
unaligned,train,128752$_$15,128752,15,"So, I mean, all in all I wouldn't suggest getting, getting (stutter) this DVD",77,14
unaligned,train,128752$_$16,128752,16,It's definitely not worth the money,35,6
unaligned,train,128752$_$3,128752,3,"(umm) It's about (umm) this guy, Kid, he (uhh) he's played by Christopher Reid",78,14
unaligned,train,128752$_$7,128752,7,"And they (uhh) you know, try try (stutter) to make it up in the world",69,15
unaligned,train,128752$_$9,128752,9,"And there's some people who (umm) who are trying, you know, like spoil their fun and everything",95,17
unaligned,train,128949$_$2,128949,2,(umm) It was the type of humor that would appeal to an eight year old boy but that's what I should expect from an Adam Sandler comedy,133,27
unaligned,train,129733$_$7,129733,7,"But (umm) I mean (stutter) you think with actually a you know a somewhat decent cast that they pull off a you know, better movie but they don't",143,28
unaligned,train,130149$_$3,130149,3,(umm) I'm not sure when it was even made,40,9
unaligned,train,130149$_$6,130149,6,"They they (stutter) might enjoy it but (umm) I, no, I didn't like it",68,14
unaligned,train,130426$_$0,130426,0,"(uhh) This is The Matrix Revolutions (umm) the third installment in the Wachowski brothers matrix trilogy, and definitely the worst",131,20
unaligned,train,130426$_$6,130426,6,"And in this movie, it's all done with machines, and it's just not nearly as cool it it (stutter) gets rather stupid",115,22
unaligned,train,130633$_$5,130633,5,"And the rest of the film involves him trying to find out why he got locked up, who did this to him, and he tries to see if he can exact revenge on the person who (uhh) who jailed him for fifteen years",200,43
unaligned,train,130633$_$7,130633,7,"If you're not into foreign films, you probably will be after watching this",74,13
unaligned,train,131650$_$1,131650,1,"It is the Blair Witch Project Two, Book of Shadows, and Blair Witch Project One, I know a lot of people didn't really like it, but I thought it was pretty good",159,32
unaligned,train,131650$_$0,131650,0,"Hello, my name is Emma and today I'm going to review this DVD that I got",72,16
unaligned,train,131650$_$3,131650,3,But this movie has absolutely nothing to do with The Blair Witch Project One,76,14
unaligned,train,131650$_$9,131650,9,It was awful,12,3
unaligned,train,131871$_$1,131871,1,(umm) I only watch this movie online but I really thought this plot was kind of (umm) was very (uhh) not well thought out,121,24
unaligned,train,131936$_$2,131936,2,(umm) This was an entertaining enough movie,43,7
unaligned,train,131936$_$4,131936,4,But overall I found it to be just kind if generic and it was just made to capitalize on the popularity of movies like Shrek or Toy Story,136,28
unaligned,train,134252$_$1,134252,1,This is a review for the (uhh) Divine Secrets of the Ya-Ya Sisterhood,69,13
unaligned,train,134252$_$0,134252,0,Hi,2,1
unaligned,train,136205$_$12,136205,12,Which is sad because I was really looking forward to it,55,11
unaligned,train,136205$_$0,136205,0,"My review now is for the movie Nancy Drew, by Andrew Fleming",60,12
unaligned,train,136205$_$6,136205,6,"Of course, there are exceptions",31,5
unaligned,train,136211$_$3,136211,3,It's basically the summer's action hit before Transformers came out,67,10
unaligned,train,136211$_$2,136211,2,"It's a mantra for an action movie and if you love the rest of the Die Hards and you've seen them and you have Die Hard movie nights like I've had, you're gonna love it",167,35
unaligned,train,137827$_$1,137827,1,(umm) I picked up because I really liked the book,49,10
unaligned,train,137827$_$2,137827,2,"However (umm) I should have known with Xzibit being one of the featured actors that the acting and the, the general dialogue was gonna be awful",143,26
unaligned,train,137827$_$4,137827,4,"(umm) The first twenty minutes, half hour, work pretty well and then the movie just loses all coherence",103,18
unaligned,train,139006$_$12,139006,12,"It's like you're looking at the movie, you're like, screaming at the movie like what the heck, like, that's so stupid, like no normal human with normal intelligence would do that, so it's like, when you, (stutter) there's certain parts, like in the beginning where you're just like how could they do that and it just feels so that like the film maker ran out of ideas so they used some cheap idea to, you know, create some drama to (stutter) bring the zombies into the film",473,87
unaligned,train,139006$_$3,139006,3,"Basically, zombie movies, (umm) nowadays zombie movies are based on one concept",79,12
unaligned,train,139032$_$16,139032,16,It's not good science fiction,29,5
unaligned,train,139032$_$3,139032,3,I think it wasn't as good as (umm) I don't think it's as good as like any science fiction movie,95,20
unaligned,train,13JpsLvddoY$_$8,13JpsLvddoY,8,"Thanks again for your support, and we look forward to hearing from you soon.",76,14
unaligned,train,13JpsLvddoY$_$7,13JpsLvddoY,7,"We're putting together our 2014 conference schedule, so if you know of a conference that would be a good fit for us, let us know!",129,25
unaligned,train,140293$_$0,140293,0,I'm here to review this movie and it's called Crouching Tiger Hidden Dragon,75,13
unaligned,train,140317$_$5,140317,5,And this is (uhh) about time travel,35,7
unaligned,train,140317$_$7,140317,7,"I don't want to mess up the story for you, but (uhh) it's interesting because, you know, it's about futuristic things and time travel, but (uhh) the story's kind of, kind of (stutter) nothing",191,34
unaligned,train,154449$_$2,154449,2,I'm doing a review on the movie Taxi with Queen Latifah and Jimmy Fallon,72,14
unaligned,train,154449$_$4,154449,4,Two thumbs down,15,3
unaligned,train,154449$_$6,154449,6,"(umm) Not only was it cheesy, but the storyline {sigh} was just dumb",68,13
unaligned,train,154449$_$8,154449,8,"(umm) I don't even know why we own this video, to be honest with you",68,15
unaligned,train,15837$_$1,15837,1,"It's (uhh) Jackass The Movie, Special Collectors Edition",56,8
unaligned,train,15837$_$9,15837,9,This is R rated and (uhh) a lot lot of crazy stuff that your kids will try to do if you don't yeah so don't let them see this at all,132,31
unaligned,train,15Wu4U2VPLw$_$2,15Wu4U2VPLw,2,All stakeholders should then probably agree on the division of responsibilities for the entire project,102,15
unaligned,train,15Wu4U2VPLw$_$4,15Wu4U2VPLw,4,"And then, there's opportunity too, to do some research identifying effective treatments for similar crime problems in other areas or jurisdictions as well",154,23
unaligned,train,15Wu4U2VPLw$_$6,15Wu4U2VPLw,6,You can even speak to your local crime prevention officers or other police as well,82,15
unaligned,train,15ktF-6wutk$_$4,15ktF-6wutk,4,I ASK FOR YOUR SUPPORT MONDAY NIGHT AND MAKE YOU PROUD AS OUR PARTY'S NOMINEE,77,15
unaligned,train,180923$_$14,180923,14,The only bonus feature on the DVD is the making of Hercules feature,67,13
unaligned,train,180923$_$5,180923,5,He never fit in,15,4
unaligned,train,180923$_$4,180923,4,"It follows the story of Hercules who has god parents, but he was raised on earth",80,16
unaligned,train,180923$_$6,180923,6,"He has this abnormal amount of strength and he doesn't know where it comes from and he finally finds out that his dad is Zeus, but he has to be do a true heroic act before he can go and live with the gods in a temple",216,47
unaligned,train,184784$_$6,184784,6,"In this movie there's this, you know, in the Virgin Islands there's this lady who brings them back to life and, I don't know, I just thought that was kind of lame",162,32
unaligned,train,186631$_$10,186631,10,"His family is appalled because he, he (stutter) wants to be a chef because they can't seem to figure out why he just doesn't want to sniff garbage",146,28
