video_id,clip_id,text,label,annotation,mode,id,polarity_from_regression,annotation_norm
-tPCytz4rww,16,So make sure to get a through or to do a through cleaning of the property.,0.0,Neutral,train,-tPCytz4rww$_$16,neutral,neutral
-vxjVxOeScU,2,Don't worry a wedding anniversary speech is one of the easiest speeches to write and give.,0.6666666865348816,Positive,train,-vxjVxOeScU$_$2,positive,positive
-wny0OAz3g8,0,trade labor unions didn’t allow Black workers to join,0.3333333432674408,Positive,train,-wny0OAz3g8$_$0,positive,positive
-wny0OAz3g8,5,"This is what’s now known as racial formation theory, a theory formalized by modern sociologists Michael Omi and Howard Winant",1.0,Positive,train,-wny0OAz3g8$_$5,positive,positive
03X1FwF6udc,22,You want to make sure you have a hundred percent of the money that you originally saved for that goal.,0.6666666865348816,Positive,train,03X1FwF6udc$_$22,positive,positive
07Z16yRBFUQ,5,"That being said mutual funds have rules and the most notable rules are past performance, there's no indication of fair value, and may lose value and not insured by any federal government agency.",0.0,Neutral,train,07Z16yRBFUQ$_$5,neutral,neutral
0BVed2nBq1g,0,Very first one we have is Drama Queen,0.0,Neutral,train,0BVed2nBq1g$_$0,neutral,neutral
0BVed2nBq1g,3,"Like for example, a friend of mine lost her wallet",-0.6666666865348816,Negative,train,0BVed2nBq1g$_$3,negative,negative
0BVed2nBq1g,2,Like for a situation or for an event the way this woman would react will be in a very exaggerated and melodramatic way,-0.3333333432674408,Negative,train,0BVed2nBq1g$_$2,negative,negative
0DBfvvIVmqY,13,If you could spend Christmas with any J,0.3333333432674408,Positive,train,0DBfvvIVmqY$_$13,positive,positive
0DBfvvIVmqY,14,"K Rowling character Fantastic Beasts and Marauders included, who would it be",0.6666666865348816,Positive,train,0DBfvvIVmqY$_$14,positive,positive
0DBfvvIVmqY,4,A Harry Potter mug or a Star Wars mug,0.3333333432674408,Positive,train,0DBfvvIVmqY$_$4,positive,positive
0DBfvvIVmqY,8,"Starbuck's salted caramel, hot chocolate",2.3333332538604736,Positive,train,0DBfvvIVmqY$_$8,positive,positive
0EphpADwdPg,6,"So that it does happen, but the SECOND time the chorus comes in",0.6666666865348816,Positive,train,0EphpADwdPg$_$6,positive,positive
0FA32bEZ6xI,24,"They honori architect Robert Robinson Taylor; Bishop Richard Allen, founder of the African Methodist Episcopal Church; and most recently civil rights leader and activist Dorothy Height",0.0,Neutral,train,0FA32bEZ6xI$_$24,neutral,neutral
0FA32bEZ6xI,25,"She was honored on a stamp just issued February 1, the first day of Black History Month",0.6666666865348816,Positive,train,0FA32bEZ6xI$_$25,positive,positive
0FA32bEZ6xI,28,"For Linn’s Stamp News and Scott catalogs, I’m Denise McCarty",0.0,Neutral,train,0FA32bEZ6xI$_$28,neutral,neutral
0FA32bEZ6xI,3,has left after serving the maximum 12 years allowed on the panel,0.0,Neutral,train,0FA32bEZ6xI$_$3,neutral,neutral
0FA32bEZ6xI,6,"His documentaries include Finding Your Roots, which currently airs on PBS",0.0,Neutral,train,0FA32bEZ6xI$_$6,neutral,neutral
0FA32bEZ6xI,15,"On its website today, the United States Postal Service says, “The group selects subjects for recommendation as future stamp issues, made with all postal customers in mind, including stamp collectors",0.0,Neutral,train,0FA32bEZ6xI$_$15,neutral,neutral
0FA32bEZ6xI,14,” The role of the committee hasn’t changed much,0.3333333432674408,Positive,train,0FA32bEZ6xI$_$14,positive,positive
0FA32bEZ6xI,18,” The stamp hobby is represented as well,0.0,Neutral,train,0FA32bEZ6xI$_$18,neutral,neutral
0JuRmhhgMw8,0,"Dear learners, a warm welcome to the online courses in this objective political science",1.0,Positive,train,0JuRmhhgMw8$_$0,positive,positive
0OC3wf9x3zQ,7,"We have JørgenHaslestad, who is the chief executive of Yara International.",0.0,Neutral,train,0OC3wf9x3zQ$_$7,neutral,neutral
0OC3wf9x3zQ,6,"We have five co-chairs including Ajai Chowdhry, who is the founder and chairman of HDL Technologies from India.",0.0,Neutral,train,0OC3wf9x3zQ$_$6,neutral,neutral
0OXeN3MhFeA,19,"But for you-- for the entrepreneur, as a person, who created the startup-- it's like a never-ending process.",-0.3333333432674408,Negative,train,0OXeN3MhFeA$_$19,negative,negative
0OXeN3MhFeA,18,You know that your product is ready because of the pipeline of your clients.,0.6666666865348816,Positive,train,0OXeN3MhFeA$_$18,positive,positive
0OXeN3MhFeA,15,So let's focus on something-- on one thing-- and be good at it.,0.6666666865348816,Positive,train,0OXeN3MhFeA$_$15,positive,positive
0Svu5BldR5A,0,"Hi, I'm Carmen Lynne with Expert Village and I'm going to be talking to you today about handwriting analysis, or the posh word for that is graphology.",1.6666666269302368,Positive,train,0Svu5BldR5A$_$0,positive,positive
0YdYFtVdlWE,7,Then we get out,0.0,Neutral,train,0YdYFtVdlWE$_$7,neutral,neutral
0YdYFtVdlWE,6,Three hours into the ride he starts getting fussy,-0.6666666865348816,Negative,train,0YdYFtVdlWE$_$6,negative,negative
0YdYFtVdlWE,8,We eat some dinner and he absolutely refuses to get back in the car,-0.6666666865348816,Negative,train,0YdYFtVdlWE$_$8,negative,negative
0YdYFtVdlWE,10,"Until I stopped and I said, ""I don't know what's going on man",-0.6666666865348816,Negative,train,0YdYFtVdlWE$_$10,negative,negative
0YdYFtVdlWE,15,"And that to me was like, oh my gosh, I really need to take time to explain everything we're doing, why we're doing it before we leave the house",0.0,Neutral,train,0YdYFtVdlWE$_$15,neutral,neutral
0YdYFtVdlWE,14,And he hopped right in that seat for me and let me buckle him in,2.0,Positive,train,0YdYFtVdlWE$_$14,positive,positive
0bsTzavb-AE,3,And vitamin D is really really closely related with the hormone system with your body,0.3333333432674408,Positive,train,0bsTzavb-AE$_$3,positive,positive
0hCOCt6fWas,15,"Concrete is much cheaper than granite, and it is more easily customized to fit odd shapes or nooks than paying a stone mason to work with granite.",0.3333333432674408,Positive,train,0hCOCt6fWas$_$15,positive,positive
0hCOCt6fWas,2,"If you are willing to have a mosaic countertop, with fitted seams or pieces held together with grout and glue, you could have a granite countertop.",0.0,Neutral,train,0hCOCt6fWas$_$2,neutral,neutral
0hCihQ5Kep0,3,the other center was great however this Center allows more space and more equipment to provide for specialized services,1.6666666269302368,Positive,train,0hCihQ5Kep0$_$3,positive,positive
0hCihQ5Kep0,4,I absolutely love speech-language pathology,1.6666666269302368,Positive,train,0hCihQ5Kep0$_$4,positive,positive
0jtdrsmVzYQ,5,"If you're eating too large of amounts, it will slow the process of digestion and maybe causing your stomach pain.",0.0,Neutral,train,0jtdrsmVzYQ$_$5,neutral,neutral
0mXv97u2OCM,7,They're going to actively seek out and look for brands that deliver on their promises.,0.0,Neutral,train,0mXv97u2OCM$_$7,neutral,neutral
0p9XKC_J3hU,2,"So they may be doing it on a connected TV, that’s one type of viewing experience, versus on a laptop versus a mobile phone.",0.3333333432674408,Positive,train,0p9XKC_J3hU$_$2,positive,positive
0rE8jEvQW_I,3,Tickets are going to be just $1 and we are going on that Friday lunch and at the door,1.0,Positive,train,0rE8jEvQW_I$_$3,positive,positive
0rE8jEvQW_I,4,"Now remember, we will be selling donuts on Friday in the morning as well as Frappuchinos",1.3333333730697632,Positive,train,0rE8jEvQW_I$_$4,positive,positive
0rE8jEvQW_I,9,Pay it as soon as possible,2.3333332538604736,Positive,train,0rE8jEvQW_I$_$9,positive,positive
0tkWa2skSmA,8,"So to recap, its a defense mechanism that your brain tells your body to produce to help expel certain products inside your lungs or inside your throat so you can get rid of them faster and to help speed you on to a more healthier, happy self.",0.0,Neutral,train,0tkWa2skSmA$_$8,neutral,neutral
0tkWa2skSmA,6,Also you'll find that mucous production increases when you have a sore throat.,0.0,Neutral,train,0tkWa2skSmA$_$6,neutral,neutral
100499,5,"He starts acting like a dog and it's just like, what? What are you doing? It's just really cheesy but, kids, you know, laugh over it and think it's really funny but, you know as an adult, it'd probably put you to sleep so if you are looking on to stay up with your kids like, don't run it because or don't buy it because it's much like dogs laugh",-1.3333333730697632,Negative,train,100499$_$5,negative,negative
100499,4,(umm) Like Tim Allen turns into this shaggy dog like he literally turns into this dog,0.0,Neutral,train,100499$_$4,neutral,neutral
101851,13,"But the, (stutter) but you know they did pretty good on the graphics",0.6666666865348816,Positive,train,101851$_$13,positive,positive
101851,14,(umm) The CG is great,1.0,Positive,train,101851$_$14,positive,positive
101851,16,"Because this it's just, it's (stutter) almost just too much",-1.0,Negative,train,101851$_$16,negative,negative
101851,0,I'm going to do a movie review on Pirates of the Caribbean: At World's End,0.0,Neutral,train,101851$_$0,neutral,neutral
102184,12,"Even the action sequences aren't as good as (uhh) the first and the second one so I gotta say it purp (stutter), I will, don't know if I say it ruined the trilogy",-1.3333333730697632,Negative,train,102184$_$12,negative,negative
102184,1,"And you know I was pretty, I was looking forward to this movie you know quite a bit",0.6666666865348816,Positive,train,102184$_$1,positive,positive
102184,3,"I mean they always had good villains with like Alfred Molina playing (umm) Doctor Octopus and, you know, (umm) that kind of thing",1.0,Positive,train,102184$_$3,positive,positive
102184,7,I just really left the theater feeling just kind of (uhh),-1.6666666269302368,Negative,train,102184$_$7,negative,negative
10223,1,This is the fourth DVD in the series i'm xxx but completely unnecessary,-1.0,Negative,train,10223$_$1,negative,negative
10223,9,It's (uhh) you know just get three then go on to five,0.6666666865348816,Positive,train,10223$_$9,positive,positive
106077,1,Tom Cruise is in this movie with Penelope Cruz and Cameron Diaz,0.3333333432674408,Positive,train,106077$_$1,positive,positive
106077,2,The movies is rated R for sexuality and strong language and is brought to you by Paramount pictures,0.0,Neutral,train,106077$_$2,neutral,neutral
106077,7,There are finales that aren't really finales,-1.0,Negative,train,106077$_$7,negative,negative
106514,10,"Like he used to be at least an interesting director what what (stutter) with like you know, the Evil Dead trilogy",-1.0,Negative,train,106514$_$10,negative,negative
106514,2,"Let's see the first Spider-Man film was pretty good, half of it was at least",1.3333333730697632,Positive,train,106514$_$2,positive,positive
106514,9,I guess something happened,-0.3333333432674408,Negative,train,106514$_$9,negative,negative
106941,10,"It was worse, but at the same time it was very forced, almost pornographic is a term that's thrown around a lot that I agree with",-2.0,Negative,train,106941$_$10,negative,negative
106941,12,And (uhh) I didn't care about any of the characters in this film unlike the protagonist from the first one so,-1.6666666269302368,Negative,train,106941$_$12,negative,negative
106941,3,"Hostel was, it wasn't scary, but it was gruesome and kind of had some dark humor to it and a fairly interesting plot",-0.3333333432674408,Negative,train,106941$_$3,negative,negative
106941,2,"Surely, surely (stutter) wasn't hostile",-0.6666666865348816,Negative,train,106941$_$2,negative,negative
106941,7,It It's (stutter) been done already,-1.6666666269302368,Negative,train,106941$_$7,negative,negative
106941,9,"Not exponentially no, probably geometrically though",-0.6666666865348816,Negative,train,106941$_$9,negative,negative
106941,8,The violence in this film was exponentially worse I would say,-1.6666666269302368,Negative,train,106941$_$8,negative,negative
107551,1,I got this movie because (uhh) I like horror movies every now and then and it says from the writer and director of Saw,0.3333333432674408,Positive,train,107551$_$1,positive,positive
107551,3,(uhh) but I was very disappointed by this movie,-1.3333333730697632,Negative,train,107551$_$3,negative,negative
107551,5,"I mean I understand in movies that you have to suspend, you know disbelief for the sake of the story but when it, when it (stutter) there is nothing on it to hold on to, then it kind of truth or reality then it kind of just becomes nothing you know, waste of time",-2.3333332538604736,Negative,train,107551$_$5,negative,negative
107551,6,That's kind of what this movie became,0.0,Neutral,train,107551$_$6,neutral,neutral
108793,10,"And (umm) I didn't enjoy the movie, I I (stutter) really didn't, and I really wanted to",-1.6666666269302368,Negative,train,108793$_$10,negative,negative
108793,17,And (umm) I'll say on a scale of one to ten it's maybe a four,-1.3333333730697632,Negative,train,108793$_$17,negative,negative
108793,1,"I was, I was (stutter) really excited to see this movie",1.3333333730697632,Positive,train,108793$_$1,positive,positive
108793,0,License to Wed,0.0,Neutral,train,108793$_$0,neutral,neutral
108793,8,And (umm) they have three weeks to do it in,0.6666666865348816,Positive,train,108793$_$8,positive,positive
110203,2,"Basic premise of the movie, this couple gets engaged, wants to go and get married at horrible church but the new standards there require that the priest approve the wedding beforehand and the priest makes them go through all kinds of crazy stuff to get his approval",0.0,Neutral,train,110203$_$2,neutral,neutral
110203,7,"So, License to Wed starring Robin Williams, one out of five",-1.3333333730697632,Negative,train,110203$_$7,negative,negative
110754,3,"Basically he is a coach of a basketball team and there's all these kids that are like, troubled you know",0.0,Neutral,train,110754$_$3,neutral,neutral
110754,2,"As you can see there he's the little dude holding, well, kicking the basketball or whatever you wanna say",0.0,Neutral,train,110754$_$2,neutral,neutral
110766,8,It's completely a chick flick,-1.0,Negative,train,110766$_$8,negative,negative
110788,0,This is Dustin with a video review of the DVD called Legally Blonde,0.0,Neutral,train,110788$_$0,neutral,neutral
110788,5,(umm) They say two thumbs up (umm) they're lying,0.0,Neutral,train,110788$_$5,neutral,neutral
112148,12,"But (umm) if you have a chance to see it, check it out",1.0,Positive,train,112148$_$12,positive,positive
112148,5,I wouldn't say it's the best movie,-0.6666666865348816,Negative,train,112148$_$5,negative,negative
112148,4,(umm) Basically it's very gruesome,-0.6666666865348816,Negative,train,112148$_$4,negative,negative
112148,7,But (uhh) I'd actually think that it's worse than the first one,-1.6666666269302368,Negative,train,112148$_$7,negative,negative
112169,7,(umm) He plays a lesser role,-0.3333333432674408,Negative,train,112169$_$7,negative,negative
112604,1,"And it's about a modern day (uhh) Noah's Ark story and as as (stutter) and as you can imagine there's if you try to put the Noah's Ark story in modern times, there's gonna be some wacky hijinks that follow and obviously there are as (uhh) Steve Carrell becomes (uhh) Noah both in physical appearance and in his (uhh) duty to (uhh) build a huge ark in the middle of a populated American town, so",0.6666666865348816,Positive,train,112604$_$1,positive,positive
112631,1,"It's about a young couple who are getting ready to wed but before they are allowed to do so in the church (uhh) the priest, played by Robin Williams, requires that they go through his (uhh) training classes for (uhh) to make sure they're ready for marriage",0.0,Neutral,train,112631$_$1,neutral,neutral
112631,6,I'm no you know fan of her acting or anything so I was kind of indifferent towards her,-0.6666666865348816,Negative,train,112631$_$6,negative,negative
112903,0,"Hello, (umm) Sarah here talking about Spider-Man Three, one of the first of several extensions of trilogies or other series of the summer",0.3333333432674408,Positive,train,112903$_$0,positive,positive
112903,3,"It was satisfying in the laziest way, it was (umm) just basically the minimum that you might expect from an action movie",-0.3333333432674408,Negative,train,112903$_$3,negative,negative
112903,6,"And (umm) I think that's pretty pathetic, I mean maybe it's just trying, I mean it says that more and more people are going to the movies and less and less people actually care about what they're watching and taking in",-2.6666667461395264,Negative,train,112903$_$6,negative,negative
113265,3,"(uhh) First of all it was way too long, two and a half hours",-2.0,Negative,train,113265$_$3,negative,negative
113265,4,"It was just boring and there's too much story to it, not enough action, like I would get up and leave just cause it was so bad and yeah",-2.0,Negative,train,113265$_$4,negative,negative
114624,11,(umm) Not impressed,-1.0,Negative,train,114624$_$11,negative,negative
114624,6,It's an English movie (umm) Don't really get the humor in it,-1.6666666269302368,Negative,train,114624$_$6,negative,negative
114624,8,(umm) This is the widescreen version,0.0,Neutral,train,114624$_$8,neutral,neutral
11650,0,"Hey, you all",0.3333333432674408,Positive,train,11650$_$0,positive,positive
11650,3,"Now (umm) I don't know about you all, but I have seen tons and tons of advertisements for this movie",0.0,Neutral,train,11650$_$3,neutral,neutral
11650,4,"And when I saw the advertisements, it looked like a really action-packed kind of (uhh) suspenseful movie that I thought I was really going to enjoy",-0.3333333432674408,Negative,train,11650$_$4,negative,negative
11650,13,I didn't really care for the main actor,-1.0,Negative,train,11650$_$13,negative,negative
11650,18,"I kind of wish I wouldn't have seen it, because the previews were better than the actual movie",-2.3333332538604736,Negative,train,11650$_$18,negative,negative
119348,11,"And this is like four seasons or something of that, every episode and it's just no good",-1.3333333730697632,Negative,train,119348$_$11,negative,negative
119348,3,"And the plot of this delightful little anime is that, oh I watched this, it's just been a few years",1.0,Positive,train,119348$_$3,positive,positive
119348,2,"You just, you just (stutter) had Anma One Half, now you have Ranma",0.0,Neutral,train,119348$_$2,neutral,neutral
120vnZnmhq4,2,"My last video blog I said, ""Here are three things you can do as an individual"", and I got one more for you today.",1.6666666269302368,Positive,train,120vnZnmhq4$_$2,positive,positive
121358,1,Today I'm reviewing the DVD Dune,0.3333333432674408,Positive,train,121358$_$1,positive,positive
121358,4,A movie beyond your imagination,1.0,Positive,train,121358$_$4,positive,positive
121358,10,"It is Frank Herbert, classic science fiction epic was made into a movie",0.3333333432674408,Positive,train,121358$_$10,positive,positive
121358,13,So you're out in space,0.6666666865348816,Positive,train,121358$_$13,positive,positive
121358,15,(uhh) and (uhh) Paul is the messianic rise to leadership,0.0,Neutral,train,121358$_$15,neutral,neutral
121358,14,It starts off being narrated by one of the (stutter) space princesses or whatever,-0.6666666865348816,Negative,train,121358$_$14,negative,negative
122439,4,"Along the way, before he before he (stutter) leaves town, this surf guy comes into his town and gives him a necklace",0.0,Neutral,train,122439$_$4,neutral,neutral
122602,12,"Especially since (umm) they introduced Venom in it which had so many possibilities for it to be (umm) you know, another dark film, another more mature film",-1.0,Negative,train,122602$_$12,negative,negative
122602,15,And they turn the movie just into just basically a big joke,-1.3333333730697632,Negative,train,122602$_$15,negative,negative
122602,0,This review is for a film currently in theaters called Spider-Man three,0.0,Neutral,train,122602$_$0,neutral,neutral
122602,4,Actually I didn't like the first one,-1.3333333730697632,Negative,train,122602$_$4,negative,negative
122842,1,This is my favorite of all the Star Wars movies,3.0,Positive,train,122842$_$1,positive,positive
122842,6,Vader traps his friends and and (stutter) lures him into a trap (umm) to try and take him to the emperor,0.0,Neutral,train,122842$_$6,neutral,neutral
125730,12,"They had some helicopters and some freeway scenes that were just, you know, a little bit outrageous at one point",-1.0,Negative,train,125730$_$12,negative,negative
125730,1,"This is an action adventure thriller that was just, I mean there's no way you could be bored in this movie",1.6666666269302368,Positive,train,125730$_$1,positive,positive
125730,0,"Hi, today I'm gonna (stutter) review the movie I recently saw in theater, it's Live Free or Die Hard",0.0,Neutral,train,125730$_$0,neutral,neutral
125730,2,I thought it was an excellent movie,2.3333332538604736,Positive,train,125730$_$2,positive,positive
125730,8,"He plays the Mac and I kept thinking the whole movie you know, who is this guy",-0.3333333432674408,Negative,train,125730$_$8,negative,negative
125845,1,(umm) This movie was put out in two-thousand-three and it was given to (umm) to me as a gift but but (stutter) you can purchase it at Walmart for fifteen dollars,0.6666666865348816,Positive,train,125845$_$1,positive,positive
125845,3,"(umm) Steve Martin (uhh) and Bonny Hunt do a great a job acting, Steve Martin is hilarious as ever (umm) but it wasn't the best family movie in the world",1.6666666269302368,Positive,train,125845$_$3,positive,positive
125845,5,"(umm) But (stutter) all the kids in the movie are great actors and great actresses, they really have a good cast, just think the writing could have been a little different",1.3333333730697632,Positive,train,125845$_$5,positive,positive
126542,11,(umm) I I (stutter) Yeah this is one of those movies where definitely video games should not be made in the (uhh) movies,-1.6666666269302368,Negative,train,126542$_$11,negative,negative
126542,12,Too hard to follow,-1.3333333730697632,Negative,train,126542$_$12,negative,negative
126542,17,(stutter) I probably wouldn't even rent this movie,-2.0,Negative,train,126542$_$17,negative,negative
126542,16,"They're semi decent, but still (umm) nothing, nothing (stutter) good",-1.3333333730697632,Negative,train,126542$_$16,negative,negative
126542,3,(umm) It's a martial arts movie,0.0,Neutral,train,126542$_$3,neutral,neutral
126831,10,(umm) But even if you're by yourself or with some friends or with anybody you probably still won't like it,-2.3333332538604736,Negative,train,126831$_$10,negative,negative
126831,3,"(umm) Not much to say about this movie, it had had (stutter) a pretty weak story line I think",-1.6666666269302368,Negative,train,126831$_$3,negative,negative
127470,5,This one also doesn't really make the cut,-0.3333333432674408,Negative,train,127470$_$5,negative,negative
127470,6,(umm) It's just a lot of (umm) crude crude humor,-1.6666666269302368,Negative,train,127470$_$6,negative,negative
127539,5,(umm) Like whole black college (uhh) band battles,0.0,Neutral,train,127539$_$5,neutral,neutral
127539,7,"The (uhh) the dialog isn't that great, the (uhh) storyline is is (stutter) pretty predictable, pretty cheesy you know",-2.0,Negative,train,127539$_$7,negative,negative
127539,6,"(uhh) But I mean, really the movie's only good for those scenes where they're actually doing their (uhh) their battling",-0.6666666865348816,Negative,train,127539$_$6,negative,negative
127539,9,"So all in all, don't get this (uhh) Drumline DVD",-1.0,Negative,train,127539$_$9,negative,negative
127539,8,"(uhh) So I mean I wouldn't suggest this unless you were just watching it just to watch the (uhh) the bands, but I mean you can do that any you know college football game",-1.3333333730697632,Negative,train,127539$_$8,negative,negative
12812,3,"There is a very exciting scene where they're all driving Minis, Mini Coopers, and there's a bunch of stuff in it and they're going through all these little alleyways and down stairs, places Minis wouldn't drive and it's really cool",1.6666666269302368,Positive,train,12812$_$3,positive,positive
12812,6,(umm) {clears throat} I think there's been great reviews (stutter) about this movie and it's very (umm) fun to watch with friends and I have always had a fun time watching it,2.3333332538604736,Positive,train,12812$_$6,positive,positive
128258,13,(umm) But I would say if you've seen the first two movies already you might as well give it a watch just to finish up the trilogy and be done with it,-1.0,Negative,train,128258$_$13,negative,negative
128258,1,"This is the third chapter, third and final chapter, in the Matrix trilogy and I would say by far my least favorite of the three",-1.3333333730697632,Negative,train,128258$_$1,negative,negative
128752,15,"So, I mean, all in all I wouldn't suggest getting, getting (stutter) this DVD",-1.0,Negative,train,128752$_$15,negative,negative
128752,16,It's definitely not worth the money,-2.0,Negative,train,128752$_$16,negative,negative
128752,3,"(umm) It's about (umm) this guy, Kid, he (uhh) he's played by Christopher Reid",0.0,Neutral,train,128752$_$3,neutral,neutral
128752,7,"And they (uhh) you know, try try (stutter) to make it up in the world",0.0,Neutral,train,128752$_$7,neutral,neutral
128752,9,"And there's some people who (umm) who are trying, you know, like spoil their fun and everything",-0.3333333432674408,Negative,train,128752$_$9,negative,negative
128949,2,(umm) It was the type of humor that would appeal to an eight year old boy but that's what I should expect from an Adam Sandler comedy,0.0,Neutral,train,128949$_$2,neutral,neutral
129733,7,"But (umm) I mean (stutter) you think with actually a you know a somewhat decent cast that they pull off a you know, better movie but they don't",0.0,Neutral,train,129733$_$7,neutral,neutral
130149,3,(umm) I'm not sure when it was even made,0.0,Neutral,train,130149$_$3,neutral,neutral
130149,6,"They they (stutter) might enjoy it but (umm) I, no, I didn't like it",-1.6666666269302368,Negative,train,130149$_$6,negative,negative
130426,0,"(uhh) This is The Matrix Revolutions (umm) the third installment in the Wachowski brothers matrix trilogy, and definitely the worst",-2.0,Negative,train,130426$_$0,negative,negative
130426,6,"And in this movie, it's all done with machines, and it's just not nearly as cool it it (stutter) gets rather stupid",-2.0,Negative,train,130426$_$6,negative,negative
130633,5,"And the rest of the film involves him trying to find out why he got locked up, who did this to him, and he tries to see if he can exact revenge on the person who (uhh) who jailed him for fifteen years",0.0,Neutral,train,130633$_$5,neutral,neutral
130633,7,"If you're not into foreign films, you probably will be after watching this",2.3333332538604736,Positive,train,130633$_$7,positive,positive
131650,1,"It is the Blair Witch Project Two, Book of Shadows, and Blair Witch Project One, I know a lot of people didn't really like it, but I thought it was pretty good",1.6666666269302368,Positive,train,131650$_$1,positive,positive
131650,0,"Hello, my name is Emma and today I'm going to review this DVD that I got",0.3333333432674408,Positive,train,131650$_$0,positive,positive
131650,3,But this movie has absolutely nothing to do with The Blair Witch Project One,-1.3333333730697632,Negative,train,131650$_$3,negative,negative
131650,9,It was awful,-3.0,Negative,train,131650$_$9,negative,negative
131871,1,(umm) I only watch this movie online but I really thought this plot was kind of (umm) was very (uhh) not well thought out,-2.0,Negative,train,131871$_$1,negative,negative
131936,2,(umm) This was an entertaining enough movie,0.0,Neutral,train,131936$_$2,neutral,neutral
131936,4,But overall I found it to be just kind if generic and it was just made to capitalize on the popularity of movies like Shrek or Toy Story,-1.3333333730697632,Negative,train,131936$_$4,negative,negative
134252,1,This is a review for the (uhh) Divine Secrets of the Ya-Ya Sisterhood,0.0,Neutral,train,134252$_$1,neutral,neutral
134252,0,Hi,0.3333333432674408,Positive,train,134252$_$0,positive,positive
136205,12,Which is sad because I was really looking forward to it,-0.6666666865348816,Negative,train,136205$_$12,negative,negative
136205,0,"My review now is for the movie Nancy Drew, by Andrew Fleming",0.0,Neutral,train,136205$_$0,neutral,neutral
136205,6,"Of course, there are exceptions",-0.6666666865348816,Negative,train,136205$_$6,negative,negative
136211,3,It's basically the summer's action hit before Transformers came out,-0.6666666865348816,Negative,train,136211$_$3,negative,negative
136211,2,"It's a mantra for an action movie and if you love the rest of the Die Hards and you've seen them and you have Die Hard movie nights like I've had, you're gonna love it",2.0,Positive,train,136211$_$2,positive,positive
