video_id,clip_id,text,label,annotation,sample_key,text_char_len,text_word_len,polarity,annotation_norm,annotation_matches_score,relative_path,file_size_mb,readable,width,height,fps,frame_count,duration_sec,codec,sampled_brightness_mean
-HwX2H8Z4hY,5,""" President Ronald Reagan blamed the professional bureaucracy of education",-1.0,Negative,-HwX2H8Z4hY/5,74,10,negative,negative,True,-HwX2H8Z4hY/5.mp4,1.5424213409423828,True,1280,720,30.0,343,11.433333333333334,h264,163.62472764756944
-HwX2H8Z4hY,6,"And in part, Al Shanker did too",0.0,Neutral,-HwX2H8Z4hY/6,31,7,neutral,neutral,True,-HwX2H8Z4hY/6.mp4,0.9333400726318359,True,1280,720,30.0,202,6.733333333333333,h264,164.84845811631945
-HwX2H8Z4hY,9,It is a word which the administrator uses when he turns around anything which he doesn't like that the teacher is doing,-0.3333333432674408,Negative,-HwX2H8Z4hY/9,119,22,negative,negative,True,-HwX2H8Z4hY/9.mp4,0.9364261627197266,True,1280,720,30.0,343,11.433333333333334,h264,212.00084418402776
-I_e4mIh0yE,1,In the United States we don't punish failure to the degree to which failure is punished in Europe.,-0.6666666865348816,Negative,-I_e4mIh0yE/1,98,18,negative,negative,True,-I_e4mIh0yE/1.mp4,0.46488189697265625,True,640,360,30.0,320,10.666666666666666,h264,44.08853298611111
-I_e4mIh0yE,3,"It's perceived that you have actually learned something, over the course of your carreer, and that you won't make the mistake twice.",0.6666666865348816,Positive,-I_e4mIh0yE/3,132,22,positive,positive,True,-I_e4mIh0yE/3.mp4,0.40618324279785156,True,640,360,30.0,276,9.2,h264,44.62941550925925
-MeTTeMJBNc,0,"Okay, what happens at this point after we've taken this brief walk down memory lane, is the presentation of the gift.",0.3333333432674408,Positive,-MeTTeMJBNc/0,117,21,positive,positive,True,-MeTTeMJBNc/0.mp4,0.33457469940185547,True,470,360,30.0,279,9.3,h264,117.84240149724191
-MeTTeMJBNc,13,"It just needs to be a simple statement, and then you present the gift.",0.3333333432674408,Positive,-MeTTeMJBNc/13,70,14,positive,positive,True,-MeTTeMJBNc/13.mp4,0.2592334747314453,True,470,360,30.0,221,7.366666666666666,h264,117.91527777777777
-MeTTeMJBNc,7,"Maybe you could find a picture of the couple from their wedding or sometime in their life, or maybe even a current picture and have it put in a beautiful frame.",1.3333333730697632,Positive,-MeTTeMJBNc/7,160,31,positive,positive,True,-MeTTeMJBNc/7.mp4,0.6031770706176758,True,470,360,30.0,520,17.333333333333332,h264,118.3853634751773
-NFrJFQijFE,1,Structural mounts inside have to be properly stress analyzed so we make sure all that happens,0.3333333432674408,Positive,-NFrJFQijFE/1,93,16,positive,positive,True,-NFrJFQijFE/1.mp4,0.9770488739013672,True,1280,720,25.0,227,9.08,h264,162.20346191406247
-NFrJFQijFE,2,So we coordinate with all the proper technical fields to get ready for the instrument to arrive here,0.0,Neutral,-NFrJFQijFE/2,100,18,neutral,neutral,True,-NFrJFQijFE/2.mp4,1.385610580444336,True,1280,720,25.0,242,9.68,h264,140.48398111979165
-RfYyzHpjk4,11,"So get your friends lined up, get your business colleagues lined up and have a good time.",2.0,Positive,-RfYyzHpjk4/11,89,17,positive,positive,True,-RfYyzHpjk4/11.mp4,1.9661693572998047,True,1280,720,30.0,348,11.6,h264,42.07311306423611
-RfYyzHpjk4,2,"You can make a conference call but it takes quite a bit of planning, well not a lot of planning it's pretty easy to do.",0.3333333432674408,Positive,-RfYyzHpjk4/2,119,25,positive,positive,True,-RfYyzHpjk4/2.mp4,1.0855960845947266,True,1280,720,30.0,186,6.2,h264,38.46420844184028
-RfYyzHpjk4,8,"It's pretty, pretty easy to do but you got to set up those numbers ahead of time.",0.3333333432674408,Positive,-RfYyzHpjk4/8,81,17,positive,positive,True,-RfYyzHpjk4/8.mp4,2.151675224304199,True,1280,720,30.0,349,11.633333333333333,h264,41.61491427951389
-THoVjtIkeU,12,"What ever we turn our attention to is what grows and so if we believe that anything is possible, if we believe that social justice can be achieved and if we believe in youth, they will believe in themselves.",2.0,Positive,-THoVjtIkeU/12,207,39,positive,positive,True,-THoVjtIkeU/12.mp4,1.2040643692016602,True,640,360,30.0,563,18.766666666666666,h264,125.93261935763888
-THoVjtIkeU,2,I think social justice is extremely important for young people.,1.3333333730697632,Positive,-THoVjtIkeU/2,63,10,positive,positive,True,-THoVjtIkeU/2.mp4,0.3317995071411133,True,640,360,30.0,139,4.633333333333334,h264,132.08970196759256
-THoVjtIkeU,6,"You know that I think listening to young people, taking in what they have to say because what we have seen all around the world is the power of youth.",2.6666667461395264,Positive,-THoVjtIkeU/6,150,30,positive,positive,True,-THoVjtIkeU/6.mp4,0.7646579742431641,True,640,360,30.0,331,11.033333333333333,h264,127.48144965277777
-UUCSKoHeMA,0,"I mentioned a word in the last clip called 'monotone', and I want to talk about that briefly.",0.0,Neutral,-UUCSKoHeMA/0,93,18,neutral,neutral,True,-UUCSKoHeMA/0.mp4,0.27294921875,True,470,360,30.0,234,7.8,h264,90.96421591804572
-UacrmKiTn4,10,"Because, if they are not in any way held accountable for reading the material they won't do it.",-0.6666666865348816,Negative,-UacrmKiTn4/10,95,18,negative,negative,True,-UacrmKiTn4/10.mp4,0.46395397186279297,True,470,360,30.0,377,12.566666666666666,h264,90.67579196217494
-UacrmKiTn4,4,Just given to their own devices they are not going to read the textbook.,-1.3333333730697632,Negative,-UacrmKiTn4/4,72,14,negative,negative,True,-UacrmKiTn4/4.mp4,0.23813343048095703,True,470,360,30.0,186,6.2,h264,91.75260342789599
-UuX1xuaiiE,0,^it's amazing to see their enthusiasm and their passion,2.6666667461395264,Positive,-UuX1xuaiiE/0,55,9,positive,positive,True,-UuX1xuaiiE/0.mp4,0.6241970062255859,True,1280,720,30.0,109,3.6333333333333333,h264,139.57698603877316
-UuX1xuaiiE,1,^And all of them are really being able to explore ^these different areas in depth ^in a way that really wasn't available ^before the center was here,1.6666666269302368,Positive,-UuX1xuaiiE/1,148,27,positive,positive,True,-UuX1xuaiiE/1.mp4,1.938755989074707,True,1280,720,30.0,402,13.4,h264,157.43448025173612
-UuX1xuaiiE,3,My goal is to become a human rights lawyer,0.3333333432674408,Positive,-UuX1xuaiiE/3,42,9,positive,positive,True,-UuX1xuaiiE/3.mp4,1.3582887649536133,True,1280,720,30.0,319,10.633333333333333,h264,177.24351128472222
-UuX1xuaiiE,6,"I ended up going to work for the US government as an intelligence analyst, specializing in war crimes and human rights issues",-0.3333333432674408,Negative,-UuX1xuaiiE/6,125,22,negative,negative,True,-UuX1xuaiiE/6.mp4,1.585580825805664,True,1280,720,30.0,454,15.133333333333333,h264,136.4301708984375
-a55Q6RWvTA,3,"And if you clip coupons, if you don't go out for dinner and movies and things of that nature and try to take up things in life that, well, they always say, ""the best things in life are free"". Reading a book, going for a nice walk, and, of course, combining exercise and various things of that nature where you're not spending money per se.",0.6666666865348816,Positive,-a55Q6RWvTA/3,339,65,positive,positive,True,-a55Q6RWvTA/3.mp4,0.7146501541137695,True,480,270,30.0,678,22.6,h264,67.45416152263374
-aNfi7CP8vM,7,"Maybe they have no political party affiliation, they're not interested in politics, they could care less about politics.",0.0,Neutral,-aNfi7CP8vM/7,120,18,neutral,neutral,True,-aNfi7CP8vM/7.mp4,0.4106130599975586,True,480,360,30.0,337,11.233333333333333,h264,104.03758391203704
-aqamKhZ1Ec,0,"In 2008, there were very serious tribal warfare in Kenya following a disputed election.",-2.0,Negative,-aqamKhZ1Ec/0,87,14,negative,negative,True,-aqamKhZ1Ec/0.mp4,2.748506546020508,True,1280,720,30.0,329,10.966666666666667,h264,110.30785011574073
-dxfTGcXJoc,0,"This is Governor Steve Beshear ... About Kentucky Our state is home to more than 1,500 bioscience and lifescience companies and more than 100,000 people who work for these firms, in areas from nutrigenomics and pharmaceuticals to nanotechnology and medical devices.",1.0,Positive,-dxfTGcXJoc/0,265,41,positive,positive,True,-dxfTGcXJoc/0.mp4,0.7356719970703125,True,320,240,30.0,615,20.5,h264,67.98978732638888
-dxfTGcXJoc,1,"For the 10th straight year, some of Kentucky’s best and most innovative biotech companies and technologies were on display at the annual BIO International Convention, which I and other state officials attended this week in Chicago.",1.6666666269302368,Positive,-dxfTGcXJoc/1,231,36,positive,positive,True,-dxfTGcXJoc/1.mp4,0.6279211044311523,True,320,240,30.0,589,19.633333333333333,h264,61.0430078125
-dxfTGcXJoc,2,"An estimated 20,000 biotech scientists, executives and industry experts from more than 50 nations were at the BIO conference to learn about the latest scientific advances, and to exchange ideas and establish business relationships.",0.6666666865348816,Positive,-dxfTGcXJoc/2,231,34,positive,positive,True,-dxfTGcXJoc/2.mp4,0.6444215774536133,True,320,240,30.0,586,19.533333333333335,h264,82.65433593750001
-dxfTGcXJoc,6,Kentucky’s participation at the annual BIO International Convention is the primary means by which our high-tech companies and institutions can reach out to the global scientific community.,0.6666666865348816,Positive,-dxfTGcXJoc/6,188,27,positive,positive,True,-dxfTGcXJoc/6.mp4,0.40909862518310547,True,320,240,30.0,388,12.933333333333334,h264,60.64246961805555
-egA8-b7-3M,1,I started a successful Legal Nurse Consulting Business in 1989. I mentor nurses who want to become Legal Nurse Consultants.,0.6666666865348816,Positive,-egA8-b7-3M/1,123,20,positive,positive,True,-egA8-b7-3M/1.mp4,0.6277532577514648,True,640,360,30.0,345,11.5,h264,133.89701388888886
-egA8-b7-3M,13,"What are you doing that's different?"" They always want an answer.",0.3333333432674408,Positive,-egA8-b7-3M/13,65,11,positive,positive,True,-egA8-b7-3M/13.mp4,0.3761281967163086,True,640,360,30.0,207,6.9,h264,134.0351150173611
-egA8-b7-3M,16,"Third, another big benefit of exhibiting is connecting with existing clients.",0.6666666865348816,Positive,-egA8-b7-3M/16,77,11,positive,positive,True,-egA8-b7-3M/16.mp4,0.37333011627197266,True,640,360,30.0,213,7.1,h264,134.3875
-egA8-b7-3M,17,"As you have more experience, you have more times exhibiting, you get to know more people.",0.3333333432674408,Positive,-egA8-b7-3M/17,89,16,positive,positive,True,-egA8-b7-3M/17.mp4,0.7390022277832031,True,640,360,30.0,417,13.9,h264,134.09147786458334
-egA8-b7-3M,18,It becomes easier at each one of these conferences to connect with people that you've met or that you're doing business with.,1.0,Positive,-egA8-b7-3M/18,125,22,positive,positive,True,-egA8-b7-3M/18.mp4,0.7036828994750977,True,640,360,30.0,400,13.333333333333334,h264,134.36737630208333
-egA8-b7-3M,20,"Now you've got a face that you can connect with a voice, and that makes you closer to that client.",0.3333333432674408,Positive,-egA8-b7-3M/20,98,20,positive,positive,True,-egA8-b7-3M/20.mp4,0.7853879928588867,True,640,360,30.0,440,14.666666666666666,h264,134.1568967013889
-egA8-b7-3M,26,We're updating it all the time and looking forward to your comments on our videos.,1.6666666269302368,Positive,-egA8-b7-3M/26,82,15,positive,positive,True,-egA8-b7-3M/26.mp4,0.6569728851318359,True,640,360,30.0,344,11.466666666666667,h264,129.20989583333335
-egA8-b7-3M,6,First exhibiting is a wonderful opportunity to network with other legal vendors.,0.6666666865348816,Positive,-egA8-b7-3M/6,80,12,positive,positive,True,-egA8-b7-3M/6.mp4,0.42545127868652344,True,640,360,30.0,241,8.033333333333333,h264,134.3775998263889
-egA8-b7-3M,9,"Secondly, another goal of exhibiting  is building your company image.",0.3333333432674408,Positive,-egA8-b7-3M/9,69,10,positive,positive,True,-egA8-b7-3M/9.mp4,0.5547065734863281,True,640,360,30.0,302,10.066666666666666,h264,134.20354166666667
-hnBHBN8p5A,6,"Discussion, how to discuss ideas and opinions more effectively than a native speaker",1.0,Positive,-hnBHBN8p5A/6,84,13,positive,positive,True,-hnBHBN8p5A/6.mp4,1.5841588973999023,True,1280,720,23.976035631539084,274,11.428077777777778,h264,97.75477105034722
-hnBHBN8p5A,7,"Picture this, before we actually start hacking, we’re in a room formal setting",0.6666666865348816,Positive,-hnBHBN8p5A/7,78,13,positive,positive,True,-hnBHBN8p5A/7.mp4,1.3441400527954102,True,1280,720,23.976023976023978,220,9.175833333333333,h264,115.76736707899306
-iRBcNs9oI8,3,"Well, it is the secret of power pose",0.6666666865348816,Positive,-iRBcNs9oI8/3,36,8,positive,positive,True,-iRBcNs9oI8/3.mp4,0.9427270889282227,True,1280,720,29.97002997002997,174,5.8058000000000005,h264,195.90619212962963
-iRBcNs9oI8,6,What is a power pose,0.3333333432674408,Positive,-iRBcNs9oI8/6,20,5,positive,positive,True,-iRBcNs9oI8/6.mp4,1.2265815734863281,True,1280,720,29.97002997002997,223,7.440766666666667,h264,197.48521592881946
-iRBcNs9oI8,7,"Well, for starters, let's look at the word ""power""",0.6666666865348816,Positive,-iRBcNs9oI8/7,50,9,positive,positive,True,-iRBcNs9oI8/7.mp4,0.9347686767578125,True,1280,720,29.97002997002997,172,5.739066666666667,h264,196.45730577256944
-iRBcNs9oI8,8,"I've drawn this man here, and if you can tell, he has a lot of big muscles, he looks very strong",1.0,Positive,-iRBcNs9oI8/8,96,21,positive,positive,True,-iRBcNs9oI8/8.mp4,1.1123380661010742,True,1280,720,29.97002997002997,258,8.608600000000001,h264,196.3152785011574
-iRBcNs9oI8,9,Power is similar to strength,1.3333333730697632,Positive,-iRBcNs9oI8/9,28,5,positive,positive,True,-iRBcNs9oI8/9.mp4,1.0338993072509766,True,1280,720,29.97002997002997,214,7.140466666666667,h264,193.52613172743057
-lzEya4AM_4,5,"If it falls into oh any of those three categories, inducing nausea and vomiting would be your next step.",-0.6666666865348816,Negative,-lzEya4AM_4/5,104,19,negative,negative,True,-lzEya4AM_4/5.mp4,0.3177499771118164,True,470,360,30.0,233,7.766666666666667,h264,53.38026398739165
-lzEya4AM_4,6,"If the product or poison is some type of petroleum product or corrosive product, you would not attempt to induce vomiting and nausea, as as the product burned on the way down it could cause damage and burning on the way back up.",-0.3333333432674408,Negative,-lzEya4AM_4/6,228,43,negative,negative,True,-lzEya4AM_4/6.mp4,1.038299560546875,True,470,360,30.0,681,22.7,h264,54.54777777777778
-mJ2ud6oKI8,1,There are a dozen or more hands on techniques that we can do,0.0,Neutral,-mJ2ud6oKI8/1,60,13,neutral,neutral,True,-mJ2ud6oKI8/1.mp4,0.9919528961181641,True,1280,720,29.97002997002997,197,6.5732333333333335,h264,141.9539037181713
-mJ2ud6oKI8,2,So physical therapists and chiropractors will do joint manipulations and mobilizations,0.0,Neutral,-mJ2ud6oKI8/2,86,11,neutral,neutral,True,-mJ2ud6oKI8/2.mp4,1.4034433364868164,True,1280,720,29.97002997002997,203,6.773433333333333,h264,46.67276692708334
-mJ2ud6oKI8,6,They are all very safe,0.3333333432674408,Positive,-mJ2ud6oKI8/6,22,5,positive,positive,True,-mJ2ud6oKI8/6.mp4,0.5366249084472656,True,1280,720,29.97002997002997,79,2.6359666666666666,h264,85.14127007378472
-mJ2ud6oKI8,8,Sometimes we have to stretch that joint that is already irritated,-0.3333333432674408,Negative,-mJ2ud6oKI8/8,65,11,negative,negative,True,-mJ2ud6oKI8/8.mp4,1.5052003860473633,True,1280,720,29.97002997002997,259,8.641966666666667,h264,85.65346245659723
-mJ2ud6oKI8,9,"It's safe and the person will feel better later on, but it's sort of like flossing your teeth for the first time",0.0,Neutral,-mJ2ud6oKI8/9,112,22,neutral,neutral,True,-mJ2ud6oKI8/9.mp4,1.705601692199707,True,1280,720,29.97002997002997,298,9.943266666666666,h264,96.52843153211805
-mqbVkbCndg,0,"How, at a particular moment in time—our moment in time—are they limited",0.0,Neutral,-mqbVkbCndg/0,71,12,neutral,neutral,True,-mqbVkbCndg/0.mp4,0.4934539794921875,True,1280,720,30.0,194,6.466666666666667,h264,221.7887087673611
-qDkUB0GgYY,6,"We always love to hear what you say, and like and share this video as well.",1.3333333730697632,Positive,-qDkUB0GgYY/6,75,16,positive,positive,True,-qDkUB0GgYY/6.mp4,0.38560009002685547,True,360,360,30.0,290,9.666666666666666,h264,131.10289351851853
-ri04Z7vwnc,0,going to get married or are already married,0.0,Neutral,-ri04Z7vwnc/0,43,8,neutral,neutral,True,-ri04Z7vwnc/0.mp4,0.1795969009399414,True,1280,720,23.97604418875992,79,3.2949555555555556,h264,101.15974717881944
-ri04Z7vwnc,2,"most people think it'll sort itself out, ""we'll discuss it later,"" it's not something too important",-0.3333333432674408,Negative,-ri04Z7vwnc/2,99,16,negative,negative,True,-ri04Z7vwnc/2.mp4,0.4387683868408203,True,1280,720,23.976043214651384,166,6.923577777777778,h264,91.0337451171875
-ri04Z7vwnc,5,""" So I think it's important to discuss finances",0.3333333432674408,Positive,-ri04Z7vwnc/5,47,9,positive,positive,True,-ri04Z7vwnc/5.mp4,0.5249395370483398,True,1280,720,23.976046466253432,142,5.922577777777778,h264,29.278989800347222
-s9qJ7ATP7w,0,"they have doubt, they have fear, they lose in a Ferrari race, or they lose in a race, and then they just give up",-0.3333333432674408,Negative,-s9qJ7ATP7w/0,112,24,negative,negative,True,-s9qJ7ATP7w/0.mp4,0.849029541015625,True,1280,720,30.0,204,6.8,h264,105.99137333622684
-s9qJ7ATP7w,1,"But the hardest thing in life to learn, is to lose",0.6666666865348816,Positive,-s9qJ7ATP7w/1,50,11,positive,positive,True,-s9qJ7ATP7w/1.mp4,1.3652830123901367,True,1280,720,30.0,324,10.8,h264,106.77669379340277
-s9qJ7ATP7w,4,"I have lost at everything you can imagine, seriously",0.0,Neutral,-s9qJ7ATP7w/4,52,9,neutral,neutral,True,-s9qJ7ATP7w/4.mp4,0.6097412109375,True,1280,720,30.0,183,6.1,h264,105.55892089843749
-s9qJ7ATP7w,5,"I have been beat up and put down and everything that can go wrong, has gone wrong for me",-2.0,Negative,-s9qJ7ATP7w/5,88,19,negative,negative,True,-s9qJ7ATP7w/5.mp4,1.3659048080444336,True,1280,720,30.0,404,13.466666666666667,h264,108.083427734375
-s9qJ7ATP7w,6,But I just kept going,0.0,Neutral,-s9qJ7ATP7w/6,21,5,neutral,neutral,True,-s9qJ7ATP7w/6.mp4,0.8009033203125,True,1280,720,30.0,195,6.5,h264,105.99632378472222
-s9qJ7ATP7w,7,"I used to work for Warren Avis, the guy who started Avis Rent a Car, and he said to me one day, ""Robert, ""what's the purpose of business",1.0,Positive,-s9qJ7ATP7w/7,136,28,positive,positive,True,-s9qJ7ATP7w/7.mp4,1.5277328491210938,True,1280,720,30.0,382,12.733333333333333,h264,124.58896538628471
-s9qJ7ATP7w,8,""" And I said, ""Oh, make a profit, and all these other things",1.3333333730697632,Positive,-s9qJ7ATP7w/8,60,13,positive,positive,True,-s9qJ7ATP7w/8.mp4,0.7452907562255859,True,1280,720,30.0,197,6.566666666666666,h264,131.99454969618054
-t217m2on-s,2,"But a good thing to do is yawning, chewing gum is effective.",0.6666666865348816,Positive,-t217m2on-s/2,60,12,positive,positive,True,-t217m2on-s/2.mp4,0.2697315216064453,True,480,270,30.0,240,8.0,h264,114.40969521604939
-t217m2on-s,7,"If you find that your ears consistently do this and you can't pop them often, you'll definitely need to see a physician regarding those things, it could be something more of a nasal infection or a sinus infection that he would need to deal with.",-0.6666666865348816,Negative,-t217m2on-s/7,245,45,negative,negative,True,-t217m2on-s/7.mp4,0.6184587478637695,True,480,270,30.0,558,18.6,h264,114.32580504115226
-tANM6ETl_M,3,"The first place is either you have a prospect, or a customer who's never done it before, or they've never tried it.",0.3333333432674408,Positive,-tANM6ETl_M/3,115,22,positive,positive,True,-tANM6ETl_M/3.mp4,1.4762210845947266,True,1280,720,30.0,271,9.033333333333333,h264,81.86094238281251
-tPCytz4rww,10,Say twenty percent so if you've got a thousand square foot condo.,0.0,Neutral,-tPCytz4rww/10,65,12,neutral,neutral,True,-tPCytz4rww/10.mp4,0.48851776123046875,True,480,270,30.0,351,11.7,h264,89.28539351851852
-tPCytz4rww,11,"Make sure that your using comps that are not larger, no larger than twelve hundred square feet.",0.0,Neutral,-tPCytz4rww/11,95,17,neutral,neutral,True,-tPCytz4rww/11.mp4,0.3444652557373047,True,480,270,30.0,240,8.0,h264,90.61342978395061
-tPCytz4rww,12,"No less than eight hundred squire feet and going to similar in, similar with bedrooms and bathrooms as well and hopefully the complexes have similar amenities.",0.0,Neutral,-tPCytz4rww/12,159,26,neutral,neutral,True,-tPCytz4rww/12.mp4,0.7934074401855469,True,480,270,30.0,561,18.7,h264,90.26700231481482
-tPCytz4rww,16,So make sure to get a through or to do a through cleaning of the property.,0.0,Neutral,-tPCytz4rww/16,74,16,neutral,neutral,True,-tPCytz4rww/16.mp4,0.5250425338745117,True,480,270,30.0,397,13.233333333333333,h264,89.9092438271605
-tPCytz4rww,18,Do so and as well you'll also want to remove any clutter from that you've accumulated.,0.0,Neutral,-tPCytz4rww/18,86,16,neutral,neutral,True,-tPCytz4rww/18.mp4,0.5963249206542969,True,480,270,30.0,428,14.266666666666667,h264,90.16281635802468
-uywlfIYOS8,4,"And then from a brand point of view, we need to make sure we're driving the relevant insight.",0.3333333432674408,Positive,-uywlfIYOS8/4,93,18,positive,positive,True,-uywlfIYOS8/4.mp4,0.5313816070556641,True,480,270,30.0,428,14.266666666666667,h264,117.0336574074074
-vxjVxOeScU,4,"You're going to talk about their life, their marriage and usually how amazing it is that they've stayed together this long.",1.0,Positive,-vxjVxOeScU/4,123,21,positive,positive,True,-vxjVxOeScU/4.mp4,0.4112262725830078,True,480,360,30.0,351,11.7,h264,120.3415769675926
-wMB_hJL-3o,7,So if you have a loved one who is depressed those are some of the things that you should think about doing.,0.3333333432674408,Positive,-wMB_hJL-3o/7,107,22,positive,positive,True,-wMB_hJL-3o/7.mp4,0.2524299621582031,True,480,360,30.0,219,7.3,h264,76.51327256944444
-wny0OAz3g8,0,trade labor unions didn’t allow Black workers to join,0.3333333432674408,Positive,-wny0OAz3g8/0,53,9,positive,positive,True,-wny0OAz3g8/0.mp4,0.4368705749511719,True,1280,720,30.0,100,3.3333333333333335,h264,78.77292896412037
-wny0OAz3g8,1,"And because they couldn’t join unions, many Black workers couldn’t get manufacturing or trade work – which paid much better than service work",0.3333333432674408,Positive,-wny0OAz3g8/1,141,23,positive,positive,True,-wny0OAz3g8/1.mp4,0.9553117752075195,True,1280,720,30.0,273,9.1,h264,75.35758300781251
-wny0OAz3g8,2,"And because they couldn’t get these jobs, Black communities had more men out of work, higher rates of poverty, and more criminal behavior",-0.3333333432674408,Negative,-wny0OAz3g8/2,137,23,negative,negative,True,-wny0OAz3g8/2.mp4,1.3021869659423828,True,1280,720,30.0,355,11.833333333333334,h264,80.2446728515625
-wny0OAz3g8,3,Which then allowed the white workers and unions to justify their decision to not allow black workers into their union,-1.3333333730697632,Negative,-wny0OAz3g8/3,117,20,negative,negative,True,-wny0OAz3g8/3.mp4,1.2531757354736328,True,1280,720,30.0,334,11.133333333333333,h264,85.28597439236111
-wny0OAz3g8,5,"This is what’s now known as racial formation theory, a theory formalized by modern sociologists Michael Omi and Howard Winant",1.0,Positive,-wny0OAz3g8/5,125,20,positive,positive,True,-wny0OAz3g8/5.mp4,1.2866058349609375,True,1280,720,30.0,296,9.866666666666667,h264,75.15559461805556
-wny0OAz3g8,7,Omi and Winant argue that the concept of race came about as a tool to justify and maintain the economic and political power held by those of European descent,0.0,Neutral,-wny0OAz3g8/7,157,29,neutral,neutral,True,-wny0OAz3g8/7.mp4,0.9697084426879883,True,1280,720,30.0,283,9.433333333333334,h264,75.7812082248264
-wny0OAz3g8,9,"He explores why Black and White Americans tend to have such different outcomes in terms of income, education, and more",0.6666666865348816,Positive,-wny0OAz3g8/9,118,20,positive,positive,True,-wny0OAz3g8/9.mp4,1.2616024017333984,True,1280,720,30.0,293,9.766666666666667,h264,80.24516710069445
