sample_id,rank,modality,modality_id,position,window_start,window_end,selector_score,local_importance,prototype_available,prototype_status,prototype_index,prototype_similarity,prototype_sample_id,prototype_position,text_span,char_start,char_end,start_sec,end_sec,start_frame,end_frame,representative_frame,mapping_method,mapping_confidence
06,7,text,0,11,9,13,4.203074932098389,0.23171234130859375,True,matched,14,0.8475074172019958,ogGweZUAVtU$_$46,11,sense,35,40,2.115942028985507,2.4182194616977224,63,72,68,token_offset_proportional_fallback,0.35
06,8,text,0,18,16,20,3.8118462562561035,0.02994048036634922,True,matched,23,0.6536718010902405,GJyzeK-Cn-0$_$6,17,dance,68,73,4.110973084886128,4.413250517598343,123,132,128,token_offset_proportional_fallback,0.35
07,1,text,0,35,33,37,10.713785171508789,0.13873352110385895,True,matched,10,0.9641221761703491,lzyVWNrkgbQ$_$9,35,",",172,173,17.12892561983471,17.228512396694217,513,516,514,token_offset_proportional_fallback,0.35
07,2,text,0,42,40,44,10.564846992492676,0.21632441878318787,True,matched,15,0.7838934659957886,295793$_$3,21,partnerships,201,213,20.016942148760332,21.21198347107438,600,636,618,token_offset_proportional_fallback,0.35
07,3,text,0,38,36,40,10.256208419799805,0.019207099452614784,True,matched,10,0.7729405164718628,lzyVWNrkgbQ$_$9,35,and,186,189,18.52314049586777,18.82190082644628,555,564,560,token_offset_proportional_fallback,0.35
07,4,text,0,36,34,38,10.216207504272461,0.3972630202770233,True,matched,25,0.96709144115448,mrQIrm6hYMQ$_$2,36,and,174,177,17.32809917355372,17.62685950413223,519,528,524,token_offset_proportional_fallback,0.35
07,5,text,0,37,35,39,10.019998550415039,0.014640635810792446,True,matched,10,0.733090341091156,lzyVWNrkgbQ$_$9,35,dealers,178,185,17.726446280991738,18.423553719008265,531,552,542,token_offset_proportional_fallback,0.35
07,6,text,0,39,37,41,9.791196823120117,0.013824444264173508,True,matched,22,0.9003955125808716,jqKzaEniiKo$_$13,39,phil,190,194,18.921487603305785,19.319834710743805,567,579,573,token_offset_proportional_fallback,0.35
07,7,text,0,41,39,43,9.577816009521484,0.015601378865540028,True,matched,10,0.7080520391464233,lzyVWNrkgbQ$_$9,35,lic,197,200,19.618595041322315,19.917355371900825,588,597,592,token_offset_proportional_fallback,0.35
07,8,text,0,43,41,45,9.543889999389648,0.18440550565719604,True,matched,20,0.6635920405387878,srbrWyZRMCI$_$5,36,",",213,214,21.21198347107438,21.311570247933886,636,639,638,token_offset_proportional_fallback,0.35
08,1,text,0,4,2,6,7.657347202301025,0.23249861598014832,True,matched,30,0.9794941544532776,8YsIvz4qnk4$_$1,4,to,15,17,1.8968253968253967,2.14973544973545,56,64,60,token_offset_proportional_fallback,0.35
08,2,text,0,3,1,5,7.356098651885986,0.5905137062072754,True,matched,4,0.8642040491104126,154449$_$4,3,us,12,14,1.5174603174603174,1.7703703703703704,45,53,49,token_offset_proportional_fallback,0.35
08,3,text,0,5,3,7,7.040044784545898,0.06297647953033447,True,matched,28,0.9142210483551025,z6E-ocntPo4$_$2,5,tonight,18,25,2.276190476190476,3.1613756613756614,68,94,81,token_offset_proportional_fallback,0.35
08,4,text,0,2,0,4,4.703608989715576,0.11401112377643585,True,matched,15,0.6244707703590393,295793$_$3,21,brings,5,11,0.6322751322751323,1.391005291005291,18,41,30,token_offset_proportional_fallback,0.35
09,1,vision,2,13,11,15,2.183422803878784,0.0025752352084964514,True,matched,90,0.933419942855835,CE9yV4SearE$_$11,13,",",38,39,6.7093750000000005,6.885937500000001,201,206,204,token_offset_proportional_fallback,0.35
09,2,audio,1,1,0,3,1.0394660234451294,0.2945539951324463,True,matched,50,0.9421769976615906,iREkcXde5ds$_$0,1,(,0,1,0.0,0.1765625,0,5,2,token_offset_proportional_fallback,0.35
09,3,audio,1,2,0,4,-0.06055131182074547,0.23022262752056122,True,matched,63,0.9229232668876648,207812$_$8,2,uh,1,3,0.1765625,0.5296875000000001,5,15,10,token_offset_proportional_fallback,0.35
09,4,audio,1,16,14,18,-0.19343018531799316,0.21556410193443298,True,matched,35,0.7045562267303467,229090$_$15,1,not,48,51,8.475000000000001,9.004687500000001,254,270,262,token_offset_proportional_fallback,0.35
09,5,audio,1,18,16,20,-0.22709044814109802,0.25708404183387756,True,matched,40,0.9267557263374329,40260$_$8,18,it,62,64,10.946875,11.3,328,338,333,token_offset_proportional_fallback,0.35
10,1,vision,2,28,26,30,1.3249297142028809,0.11191307753324509,True,matched,97,0.918067216873169,ZtuTCuh9C1M$_$11,28,was,110,113,9.237726098191215,9.489664082687339,277,284,280,token_offset_proportional_fallback,0.35
10,2,audio,1,1,0,3,0.8707566261291504,0.07680565863847733,True,matched,35,0.9295655488967896,229090$_$15,1,(,0,1,0.0,0.08397932816537468,0,2,1,token_offset_proportional_fallback,0.35
10,3,audio,1,18,16,20,0.7672839164733887,0.2791960537433624,True,matched,40,0.9163604378700256,40260$_$8,18,so,73,75,6.130490956072352,6.2984496124031,183,188,186,token_offset_proportional_fallback,0.35
10,4,vision,2,13,11,15,0.46095389127731323,0.0870380848646164,True,matched,90,0.9383533596992493,CE9yV4SearE$_$11,13,fluffy,43,49,3.6111111111111116,4.11498708010336,108,123,116,token_offset_proportional_fallback,0.35
10,5,vision,2,27,25,29,0.08532574027776718,0.047559939324855804,True,matched,85,0.7376744151115417,7pZPQbMKGkY$_$5,13,one,106,109,8.901808785529717,9.15374677002584,267,274,270,token_offset_proportional_fallback,0.35
10,6,audio,1,13,11,15,0.0397677980363369,0.05910300090909004,True,matched,55,0.9299283027648926,xn9_4n4NpEw$_$7,13,fluffy,43,49,3.6111111111111116,4.11498708010336,108,123,116,token_offset_proportional_fallback,0.35
10,7,audio,1,16,14,18,-0.18071945011615753,0.27140334248542786,True,matched,50,0.7056856155395508,iREkcXde5ds$_$0,1,s,61,62,5.122739018087856,5.206718346253231,153,156,154,token_offset_proportional_fallback,0.35
10,8,audio,1,2,0,4,-0.4131719172000885,0.06698082387447357,True,matched,58,0.8748519420623779,294178$_$14,2,umm,1,4,0.08397932816537468,0.3359173126614987,2,10,6,token_offset_proportional_fallback,0.35
11,1,vision,2,13,11,15,2.0166022777557373,0.030492564663290977,True,matched,70,0.9528108835220337,229090$_$15,13,a,51,52,9.531147540983607,9.718032786885248,285,291,288,token_offset_proportional_fallback,0.35
11,2,audio,1,12,10,14,1.0524609088897705,0.36735326051712036,True,matched,64,0.894308865070343,OHWyYVux-yw$_$10,12,was,47,50,8.78360655737705,9.344262295081966,263,280,272,token_offset_proportional_fallback,0.35
11,3,audio,1,13,11,15,0.5306776165962219,0.16126279532909393,True,matched,55,0.9555444717407227,xn9_4n4NpEw$_$7,13,a,51,52,9.531147540983607,9.718032786885248,285,291,288,token_offset_proportional_fallback,0.35
11,4,vision,2,12,10,14,0.2552281618118286,0.4408913552761078,True,matched,87,0.9104876518249512,-tPCytz4rww$_$16,12,was,47,50,8.78360655737705,9.344262295081966,263,280,272,token_offset_proportional_fallback,0.35
12,1,audio,1,12,10,14,5.565036773681641,0.02175731584429741,True,matched,64,0.8823103904724121,OHWyYVux-yw$_$10,12,usually,56,63,6.111827956989247,6.875806451612903,183,206,194,token_offset_proportional_fallback,0.35
12,2,audio,1,13,11,15,4.599176406860352,0.026355724781751633,True,matched,55,0.9116179943084717,xn9_4n4NpEw$_$7,13,by,64,66,6.98494623655914,7.203225806451613,209,216,212,token_offset_proportional_fallback,0.35
12,3,audio,1,18,16,20,3.953869581222534,0.03285295516252518,True,matched,69,0.8373711109161377,OdKp0hYomgs$_$10,18,own,85,88,9.276881720430108,9.604301075268818,278,288,283,token_offset_proportional_fallback,0.35
12,4,audio,1,11,9,13,3.4055776596069336,0.030577456578612328,True,matched,51,0.9809011220932007,07Z16yRBFUQ$_$5,11,but,52,55,5.6752688172043015,6.002688172043011,170,180,175,token_offset_proportional_fallback,0.35
12,5,vision,2,28,26,30,2.4758546352386475,0.2661951184272766,True,matched,97,0.9332879781723022,ZtuTCuh9C1M$_$11,28,they,124,128,13.533333333333335,13.96989247311828,406,419,412,token_offset_proportional_fallback,0.35
12,6,audio,1,32,30,34,2.390357255935669,0.4710361063480377,True,matched,38,0.885185182094574,33312$_$8,32,credit,144,150,15.716129032258065,16.370967741935484,471,491,481,token_offset_proportional_fallback,0.35
12,7,audio,1,10,8,12,1.9929567575454712,0.007795550860464573,True,matched,54,0.9658687114715576,X6-jJO00DMg$_$8,10,",",50,51,5.456989247311828,5.566129032258064,163,166,164,token_offset_proportional_fallback,0.35
12,8,vision,2,13,11,15,1.7828947305679321,0.14342978596687317,True,matched,90,0.9016516208648682,CE9yV4SearE$_$11,13,by,64,66,6.98494623655914,7.203225806451613,209,216,212,token_offset_proportional_fallback,0.35
13,1,text,0,18,16,20,1.4297453165054321,0.36692264676094055,True,matched,23,0.6507523059844971,GJyzeK-Cn-0$_$6,17,find,66,70,4.366412213740458,4.631043256997455,130,138,134,token_offset_proportional_fallback,0.35
13,2,text,0,13,11,15,1.256015658378601,0.378136545419693,True,matched,5,0.9194403290748596,27798$_$5,13,that,49,53,3.2417302798982184,3.506361323155216,97,105,101,token_offset_proportional_fallback,0.35
13,3,text,0,17,15,19,1.2413911819458008,0.21069183945655823,True,matched,9,0.9448748826980591,90172$_$11,17,can,62,65,4.10178117048346,4.300254452926208,123,129,126,token_offset_proportional_fallback,0.35
13,4,text,0,20,18,22,1.19777512550354,0.015058598481118679,True,matched,15,0.6723566055297852,295793$_$3,21,relationship,73,85,4.8295165394402035,5.6234096692111954,144,168,156,token_offset_proportional_fallback,0.35
13,5,text,0,19,17,21,1.19520902633667,0.029190367087721825,True,matched,15,0.6969351172447205,295793$_$3,21,a,71,72,4.697201017811704,4.763358778625954,140,142,141,token_offset_proportional_fallback,0.35
14,1,audio,1,32,30,34,2.6618919372558594,0.41052010655403137,True,matched,44,0.8823326230049133,46618$_$2,32,s,139,140,12.247346072186838,12.335456475583864,367,370,368,token_offset_proportional_fallback,0.35
14,2,audio,1,31,29,33,1.7247394323349,0.21597613394260406,True,matched,45,0.6212364435195923,3aD0xAgxxyw$_$11,18,',138,139,12.159235668789808,12.247346072186838,364,367,366,token_offset_proportional_fallback,0.35
14,3,text,0,31,29,33,1.5373289585113525,0.04987724870443344,True,matched,10,0.6942758560180664,lzyVWNrkgbQ$_$9,35,',138,139,12.159235668789808,12.247346072186838,364,367,366,token_offset_proportional_fallback,0.35
14,4,text,0,32,30,34,1.4650256633758545,0.03806810453534126,True,matched,15,0.6990212202072144,295793$_$3,21,s,139,140,12.247346072186838,12.335456475583864,367,370,368,token_offset_proportional_fallback,0.35
14,5,text,0,34,32,36,1.4570080041885376,0.02026117593050003,True,matched,20,0.6494660377502441,srbrWyZRMCI$_$5,36,University,146,156,12.86411889596603,13.745222929936306,385,412,398,token_offset_proportional_fallback,0.35
14,6,text,0,33,31,35,1.432995319366455,0.047018229961395264,True,matched,30,0.6350624561309814,8YsIvz4qnk4$_$1,4,York,141,145,12.42356687898089,12.776008492569003,372,383,378,token_offset_proportional_fallback,0.35
14,7,text,0,30,28,32,1.4095662832260132,0.04397275298833847,True,matched,25,0.5995883941650391,mrQIrm6hYMQ$_$2,36,Toronto,131,138,11.542462845010617,12.159235668789808,346,364,355,token_offset_proportional_fallback,0.35
14,8,text,0,14,12,16,1.3921599388122559,0.1743062138557434,True,matched,0,0.7134906053543091,lTfsqoo-jKg$_$4,6,Limited,43,50,3.788747346072187,4.40552016985138,113,132,122,token_offset_proportional_fallback,0.35
15,1,vision,2,13,11,15,2.898719072341919,0.12825344502925873,True,matched,102,0.9815316200256348,24xayGF5yYA$_$16,13,because,64,71,4.011396011396012,4.45014245014245,120,133,126,token_offset_proportional_fallback,0.35
15,2,vision,2,12,10,14,1.5579720735549927,0.04855598509311676,True,matched,94,0.9764033555984497,Vw4-ae-ucHE$_$3,12,education,54,63,3.3846153846153846,3.948717948717949,101,118,110,token_offset_proportional_fallback,0.35
15,3,vision,2,18,16,20,0.7356063723564148,0.08129369467496872,True,matched,85,0.7129433751106262,7pZPQbMKGkY$_$5,13,power,93,98,5.829059829059829,6.1424501424501425,174,184,179,token_offset_proportional_fallback,0.35
15,4,vision,2,10,8,12,0.05438561737537384,0.5608553290367126,True,matched,93,0.6916569471359253,aE7sckIAWuw$_$8,26,iti,48,51,3.0085470085470085,3.1965811965811968,90,95,92,token_offset_proportional_fallback,0.35
15,5,vision,2,7,5,9,0.041967712342739105,0.08913072198629379,True,matched,92,0.9799715876579285,mw_ZwML0SbY$_$2,7,the,32,35,2.005698005698006,2.193732193732193,60,65,62,token_offset_proportional_fallback,0.35
15,6,audio,1,18,16,20,-0.009090815670788288,0.09191089868545532,True,matched,40,0.8780425190925598,40260$_$8,18,power,93,98,5.829059829059829,6.1424501424501425,174,184,179,token_offset_proportional_fallback,0.35
16,1,vision,2,7,5,9,0.16863307356834412,0.06758539378643036,True,matched,96,0.8966315984725952,kz7ahNfXFsk$_$9,7,this,17,21,2.308130081300813,2.851219512195122,69,85,77,token_offset_proportional_fallback,0.35
16,2,audio,1,1,0,3,-1.0120928287506104,0.2708113193511963,True,matched,50,0.9240626096725464,iREkcXde5ds$_$0,1,It,0,2,0.0,0.27154471544715447,0,8,4,token_offset_proportional_fallback,0.35
16,3,audio,1,10,8,12,-1.1543148756027222,0.42982304096221924,True,matched,54,0.7747565507888794,X6-jJO00DMg$_$8,10,terrible,27,35,3.665853658536585,4.752032520325203,109,142,126,token_offset_proportional_fallback,0.35
16,4,audio,1,2,0,4,-1.510982632637024,0.2317802459001541,True,matched,58,0.8776898384094238,294178$_$14,2,',2,3,0.27154471544715447,0.4073170731707317,8,12,10,token_offset_proportional_fallback,0.35
17,1,text,0,13,11,15,12.168304443359375,0.16380909085273743,True,matched,5,0.894676923751831,27798$_$5,13,and,74,77,7.889567430025445,8.209414758269721,236,246,241,token_offset_proportional_fallback,0.35
17,2,text,0,14,12,16,11.54768180847168,0.14661350846290588,True,matched,30,0.7194948196411133,8YsIvz4qnk4$_$1,4,will,78,82,8.316030534351146,8.742493638676844,249,262,256,token_offset_proportional_fallback,0.35
17,3,text,0,12,10,14,11.377791404724121,0.5333050489425659,True,matched,11,0.8917471766471863,51224$_$1,12,easy,69,73,7.356488549618321,7.78295165394402,220,233,226,token_offset_proportional_fallback,0.35
17,4,text,0,11,9,13,10.487141609191895,0.12168550491333008,True,matched,14,0.8723708987236023,ogGweZUAVtU$_$46,11,",",67,68,7.14325699745547,7.249872773536896,214,217,216,token_offset_proportional_fallback,0.35
17,5,text,0,15,13,17,10.46495246887207,0.017392657697200775,True,matched,20,0.6684264540672302,srbrWyZRMCI$_$5,36,make,83,87,8.849109414758269,9.275572519083969,265,278,272,token_offset_proportional_fallback,0.35
17,6,text,0,10,8,12,9.864139556884766,0.01719420775771141,True,matched,20,0.6881110072135925,srbrWyZRMCI$_$5,36,simple,61,67,6.503562340966921,7.14325699745547,195,214,204,token_offset_proportional_fallback,0.35
18,1,vision,2,28,26,30,2.1748318672180176,0.19916029274463654,True,matched,97,0.9077637791633606,ZtuTCuh9C1M$_$11,28,been,118,122,11.886637298091044,12.289574155653451,356,368,362,token_offset_proportional_fallback,0.35
18,2,vision,2,13,11,15,1.7444571256637573,0.0419829823076725,True,matched,85,0.9649831056594849,7pZPQbMKGkY$_$5,13,MSC,56,59,5.641116005873715,5.943318649045522,169,178,174,token_offset_proportional_fallback,0.35
18,3,vision,2,27,25,29,1.0235446691513062,0.1569630354642868,True,matched,85,0.73862624168396,7pZPQbMKGkY$_$5,13,has,114,117,11.483700440528635,11.785903083700441,344,353,348,token_offset_proportional_fallback,0.35
18,4,audio,1,1,0,3,0.5361379981040955,0.13478676974773407,True,matched,50,0.9090971350669861,iREkcXde5ds$_$0,1,-,0,1,0.0,0.10073421439060205,0,3,2,token_offset_proportional_fallback,0.35
18,5,audio,1,32,30,34,0.2833237946033478,0.1772322952747345,True,matched,38,0.8379676342010498,33312$_$8,32,based,148,153,14.908663729809104,15.412334801762114,447,462,454,token_offset_proportional_fallback,0.35
18,6,text,0,13,11,15,0.04188382625579834,0.07766798883676529,True,matched,5,0.891797661781311,27798$_$5,13,MSC,56,59,5.641116005873715,5.943318649045522,169,178,174,token_offset_proportional_fallback,0.35
18,7,text,0,8,6,10,-0.04895876348018646,0.016081036999821663,True,matched,2,0.8327223062515259,lTfsqoo-jKg$_$4,8,Baltic,28,34,2.8205580029368575,3.4249632892804702,84,102,93,token_offset_proportional_fallback,0.35
18,8,audio,1,10,8,12,-0.20137624442577362,0.1961255818605423,True,matched,54,0.8193650245666504,X6-jJO00DMg$_$8,10,fishery,39,46,3.9286343612334806,4.633773861967695,117,139,128,token_offset_proportional_fallback,0.35
19,1,audio,1,12,10,14,1.367843747138977,0.06643015146255493,True,matched,64,0.8916417956352234,OHWyYVux-yw$_$10,12,mistakes,61,69,5.5373786407767,6.2635922330097085,166,187,176,token_offset_proportional_fallback,0.35
19,2,audio,1,13,11,15,1.2120897769927979,0.013430737890303135,True,matched,55,0.8922039270401001,xn9_4n4NpEw$_$7,13,",",69,70,6.2635922330097085,6.354368932038835,187,190,188,token_offset_proportional_fallback,0.35
19,3,vision,2,28,26,30,1.1462819576263428,0.41459184885025024,True,matched,97,0.903454065322876,ZtuTCuh9C1M$_$11,28,over,146,150,13.253398058252426,13.616504854368932,397,408,402,token_offset_proportional_fallback,0.35
19,4,audio,1,18,16,20,0.8424516916275024,0.16353443264961243,True,matched,40,0.920801043510437,40260$_$8,18,rs,98,100,8.896116504854369,9.077669902912621,266,272,269,token_offset_proportional_fallback,0.35
19,5,audio,1,1,0,3,0.7573195695877075,0.0025017489679157734,True,matched,60,0.9413199424743652,JDgqyOkzXHw$_$0,1,People,0,6,0.0,0.5446601941747572,0,16,8,token_offset_proportional_fallback,0.35
19,6,text,0,28,26,30,0.6675560474395752,0.10089778900146484,True,matched,10,0.6661936044692993,lzyVWNrkgbQ$_$9,35,over,146,150,13.253398058252426,13.616504854368932,397,408,402,token_offset_proportional_fallback,0.35
19,7,audio,1,32,30,34,0.6357219219207764,0.16737112402915955,True,matched,38,0.8727145195007324,33312$_$8,32,but,166,169,15.06893203883495,15.341262135922328,452,460,456,token_offset_proportional_fallback,0.35
19,8,audio,1,31,29,33,-0.021293986588716507,0.07124213874340057,True,matched,45,0.7013267278671265,3aD0xAgxxyw$_$11,18,",",164,165,14.887378640776697,14.978155339805825,446,449,448,token_offset_proportional_fallback,0.35
20,1,text,0,25,23,27,7.561554908752441,0.03613878786563873,True,matched,15,0.7323642373085022,295793$_$3,21,updates,101,108,10.98081395348837,11.741860465116279,329,352,340,token_offset_proportional_fallback,0.35
20,2,text,0,22,20,24,7.421489238739014,0.19794127345085144,True,matched,33,0.912249743938446,83859$_$3,22,have,86,90,9.35,9.784883720930232,280,293,286,token_offset_proportional_fallback,0.35
20,3,text,0,24,22,26,6.748569488525391,0.013900497928261757,True,matched,15,0.7705079317092896,295793$_$3,21,live,96,100,10.43720930232558,10.872093023255815,313,326,320,token_offset_proportional_fallback,0.35
20,4,text,0,23,21,25,6.634148120880127,0.2696791887283325,True,matched,2,0.6761853098869324,lTfsqoo-jKg$_$4,8,more,91,95,9.893604651162791,10.328488372093023,296,309,302,token_offset_proportional_fallback,0.35
20,5,text,0,26,24,28,6.079688549041748,0.04523278400301933,True,matched,18,0.8681832551956177,CzstrpOTtgo$_$4,26,and,109,112,11.850581395348836,12.176744186046513,355,365,360,token_offset_proportional_fallback,0.35
20,6,text,0,21,19,23,5.681570529937744,0.143001526594162,True,matched,15,0.9578371047973633,295793$_$3,21,ll,83,85,9.023837209302325,9.241279069767442,270,277,274,token_offset_proportional_fallback,0.35
20,7,text,0,20,18,22,5.153885364532471,0.05690525844693184,True,matched,15,0.6879650354385376,295793$_$3,21,',82,83,8.915116279069766,9.023837209302325,267,270,268,token_offset_proportional_fallback,0.35
